id,text,label,channel,source_dataset,source_type,is_human_written,is_ai_generated,is_ai_rewritten,is_banking_candidate,banking_keyword,brand_mentioned,requested_action,intent_type,has_url,url,notes,predicted_binary_label,phishing_probability,predicted_label,auto_requested_action,auto_intent_type,auto_brand_mentioned,auto_has_url_like_pattern,priority_reason,manual_banking_related,manual_requested_action,manual_intent_type,manual_brand_mentioned,manual_notes
cross_model_llm-ffad7fbebd8b908a,"Action Required: Complete Your Multi-Factor Authentication Enrollment Dear User, As part of our ongoing commitment to enhance security across YourBank’s network, the IT Helpdesk is rolling out mandatory Multi-Factor Authentication (MFA) for all employees. Our records indicate that your account has not yet been enrolled in the new MFA system. To avoid any interruption in access to your email, internal applications, and remote work resources, please complete your MFA enrollment by 6:00 PM today. This process should only take a few minutes. Please follow the secure link below to begin your enrollment: hxxps://yourbank-auth-portal[.]com/enroll Once you log in, you will be guided through the steps to configure your authentication method. If you do not complete enrollment by the deadline, access to your work account may be temporarily suspended for security reasons. If you experience any issues or believe you have received this message in error, contact the IT Helpdesk at [EMAIL] or call +1-800-XXX-XXXX. Thank you for helping us keep YourBank secure. Best regards, YourBank IT Helpdesk [EMAIL]",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,bank|account|security|suspended,,click_link,link_navigation,TRUE,hxxps://yourbank-auth-portal[.]com/enroll,generator=gpt-4.1;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.953887239,phishing,enter_credentials,security_update,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_llm-0a147af136be2e47,"Action Required: Missing Signature on Recorded Delivery Dear Valued Customer, We are writing to inform you that a recorded delivery item sent to you has been returned to our returns-processing centre due to a missing signature upon delivery. Our records indicate that the item was delivered to the address on file, but unfortunately, our driver did not obtain the required signature to confirm receipt. In order to facilitate the redelivery of your item, we require confirmation of your delivery address. Please confirm that the address we have on file is correct by responding to this email with your full address, including postcode. This will enable us to update our records and arrange for the item to be redelivered to you. The details of the item are as follows: - Item Reference: RD001234 - Date of Delivery: 10th February 2023 - Address on File: As per our records, the item was delivered to the address associated with your account. If you have any questions or concerns, please do not hesitate to contact our customer support team at +1-800-XXX-XXXX or email us at support@parcel-delivery.com. We are available to assist you Monday through Friday, 9am to 5pm. We appreciate your prompt attention to this matter, and we look forward to hearing back from you soon. Best Regards, Returns Processing Centre Parcel Delivery Services",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,account,,reply,contact_request,FALSE,,generator=llama-3.3-70b;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.982669279,phishing,unknown,fake_support,,yes,url_like_pattern;,,,,,
cross_model_llm-9260950f2d92bd28,"Action Required: Discrepancy Detected in Your Recent Tax Filing Dear Taxpayer, We are contacting you from the Refund Processing Center regarding a discrepancy identified in your most recent tax filing for the 2023 fiscal year. Our automated review system has flagged inconsistencies in the reported income details, and your return has been placed on temporary hold pending further verification. To ensure that your potential refund is not delayed, we require you to review the attached document, which outlines the specific discrepancies and provides instructions on how to proceed. Please note that failure to respond within 7 days may result in additional processing delays or a temporary suspension of your refund status. What you need to do: 1. Download and open the attached PDF file titled ""Tax_Discrepancy_Notice.pdf"". 2. Carefully review the information provided and follow the outlined steps to verify or update your filing details. 3. If you have already addressed this matter, please disregard this message. If you have any questions, please contact our support team at [EMAIL] or call +1-800-XXX-XXXX during regular business hours. Thank you for your prompt attention to this matter. Sincerely, Refund Processing Center Taxpayer Services Division irs-refund-center.com",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,verify,,call_phone,contact_request,FALSE,,generator=gpt-4.1;generation_category=tax_irs;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.978523617,phishing,verify_account,refund_claim,,yes,url_like_pattern;,,,,,
cross_model_llm-95ae2ce83e5339a0,"Mandatory: Review and Acknowledgement of Updated Employee Handbook Dear All Employees, As part of our ongoing efforts to ensure compliance with the latest regulations and to maintain a positive work environment, we have updated our Employee Handbook. This new version includes important changes to our company's policies and procedures, and it is essential that all employees review and acknowledge these updates. To access the updated handbook, please log in to our internal portal using your credentials. Once logged in, you will find the handbook under the ""HR Documents"" section. It is mandatory for all employees to read the handbook thoroughly and confirm their understanding by signing the acknowledgement form, which can be found at the end of the document. Additionally, as we approach the next payroll cycle, we need to verify that your bank details are up to date to ensure timely and accurate payment. To confirm your bank details, please log in to our payroll portal at hxxps://your-bank-portal[.]com/employee and follow the prompts. If you have any questions or concerns, you can contact our support team at [EMAIL] or call +1-800-XXX-XXXX. Please complete this task by the end of the week to avoid any delays in your payment. Your cooperation and prompt attention to this matter are greatly appreciated. Thank you for your understanding and compliance. Best regards, Human Resources Department",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,bank|payment|verify,,call_phone,contact_request,TRUE,hxxps://your-bank-portal[.]com/employee,generator=llama-3.3-70b;generation_category=hr;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.97591663,phishing,verify_account,fake_support,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_llm-c09a89fd744a43ed,"Action Required: Temporary Account Suspension at YourBank Dear valued client, We are writing to inform you that your account with YourBank has been temporarily suspended due to a routine security review. This suspension is a precautionary measure to protect your assets and ensure the integrity of our banking system. Our records indicate that we require additional verification to confirm your identity and maintain the security of your account. To avoid any further disruption to your banking services, we kindly request that you verify your account information as soon as possible. Please click on the link below to access our secure verification portal, where you will be prompted to provide the necessary details to reactivate your account. hxxps://your-bank-portal[.]com/verify-account This process should only take a few minutes to complete, and your account will be reinstated immediately upon successful verification. If you have any questions or concerns, please do not hesitate to contact our support team at [EMAIL] or call us at +1-800-XXX-XXXX. We appreciate your prompt attention to this matter and apologize for any inconvenience this temporary suspension may have caused. Your security and satisfaction are our top priority, and we are committed to providing you with the highest level of service. Thank you for your cooperation and understanding. Best regards, Your Wealth Management Advisor YourBank Wealth Management Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,bank|account|security|suspended|verify,,verify_account,account_verification,TRUE,hxxps://your-bank-portal[.]com/verify-account,generator=llama-3.3-70b;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.992463342,phishing,click_link,security_update,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_llm-b5131f6fd3796da8,"Action Required: Password Expiry Notification for YourCloud Storage Account Dear YourCloud User, Our records indicate that the password for your YourCloud Storage account is set to expire within the next 24 hours as part of our ongoing security policy. To prevent any interruption to your access and to keep your stored data secure, you are required to reset your password as soon as possible. Please follow the secure link below to update your credentials and maintain uninterrupted access to your files: hxxps://yourcloud-portal-support[.]com/reset-password For your protection, this link will remain active for only 24 hours. If you do not complete the password reset within this timeframe, your account will be temporarily locked, and you may experience delays regaining access. If you did not request this change or believe you have received this message in error, please contact our support team immediately at [EMAIL] or call +1-800-XXX-XXXX. Thank you for helping us keep your account secure. Sincerely, YourCloud Support Team YourCloud Storage Services",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,account|security|locked|password,,click_link,link_navigation,TRUE,hxxps://yourcloud-portal-support[.]com/reset-password,generator=gpt-4.1;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.947837674,phishing,enter_credentials,account_locked,,yes,url_like_pattern;,,,,,
cross_model_llm-fa754835b6f71877,"Urgent: Verify Large Transaction on Your Account Dear valued customer, We are writing to bring to your attention a large pending transfer from your account that requires immediate confirmation. Our security systems have flagged this transaction as it exceeds the typical activity on your account, and we need to verify that it was authorized by you. The transaction details are as follows: a transfer of $9,500 to an external account is pending. If you did not initiate this transaction, please reply to this email immediately so we can take necessary actions to protect your account. To confirm your identity and verify the transaction, we need you to provide the last four digits of the card associated with the account from which the transfer is being made. This information will help us to ensure that the transaction is legitimate and to prevent any potential fraud on your account. Please reply to this email at [EMAIL] with the required information. If you have any questions or concerns, you can also contact our customer support team at +1-800-XXX-XXXX. We appreciate your prompt attention to this matter, and we are committed to protecting your account and financial information. Please do not hesitate to contact us if you need any assistance. Thank you for your cooperation. Best regards, YourBank Security Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,bank|account|card|transaction|transfer|fraud|security|verify,,transfer_money,financial_transfer,FALSE,,generator=llama-3.3-70b;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.991038865,phishing,verify_account,suspicious_activity,bank,no,brand_or_payment_mention;,,,,,
cross_model_llm-cb73e84e5216dd86,"Immediate Action Required: Claim Your Unclaimed Tax Refund Dear Taxpayer, Our records indicate that you have an unprocessed tax refund for the previous filing year. The Internal Revenue Service has flagged your return as eligible for an additional refund, but we require updated direct deposit information to complete the transfer. The refund amount of $847.36 is currently on hold. To secure your funds and avoid further delays, you must verify your banking details through our secure portal. This is a standard procedure to prevent fraud and ensure your refund reaches the correct account. Please click the link below to access the secure verification form. You will be asked to confirm your identity and provide the following information: * Your full name and Social Security Number. * Your current mailing address. * Your bank routing and account number for direct deposit. Access Secure Form: hxxps://portal[.]tax-refund-assist[.]com/secure-verify You have 72 hours to complete this verification. Failure to do so will result in your refund being forfeited to the U.S. Treasury. If you have questions, you may contact our support team at [EMAIL] or call our toll-free number at [PHONE]. Sincerely, The Tax Filing Assistance Division",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,bank|account|transfer|deposit|fraud|security|verify,,verify_account,account_verification,TRUE,hxxps://portal[.]tax-refund-assist[.]com/secure-verify,generator=deepseek3.2;generation_category=tax_irs;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.987781265,phishing,click_link,suspicious_activity,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_llm-6341bd2814858582,"Action Required: Parcel Held at Customs Clearance Dear Valued Customer, We are writing to inform you that a parcel addressed to you has been held at our customs clearance facility due to an unpaid customs fee. The parcel, which was sent from an international sender, contains goods that require a customs duty payment before it can be released for delivery. Our records show that the parcel was shipped to you on [date] and was expected to arrive on [date]. However, due to the unpaid customs fee, we have been unable to complete the delivery. To proceed with the delivery, we require confirmation of your delivery address and payment of the outstanding customs fee. To confirm your delivery address, please reply to this email with the following information: - Your full name - Your delivery address (including street address, city, state, and zip code) - Your contact telephone number Once we receive this information, we will provide you with instructions on how to pay the customs fee and arrange for the parcel to be delivered to you. Please note that if we do not receive confirmation of your delivery address within the next 48 hours, the parcel will be returned to the sender. If you have any questions or concerns, please do not hesitate to contact our customer support team at +1-800-XXX-XXXX or email us at support@parcel-delivery.com. Thank you for your prompt attention to this matter. Sincerely, The Returns Processing Centre Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,payment|code,,transfer_money,financial_transfer,FALSE,,generator=llama-3.3-70b;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.98795562,phishing,call_number,payment_failed,,yes,url_like_pattern;,,,,,
cross_model_llm-31c20163ae0e4fbc,"Action Required: Mailbox Storage Quota Approaching Dear Valued User, We are writing to inform you that your mailbox is approaching its storage quota. As part of our ongoing efforts to maintain efficient email services, our system has flagged your account for review. To prevent any potential disruptions to your email access, we require your prompt attention to this matter. According to our records, your mailbox has exceeded 90% of its allocated storage capacity. If left unaddressed, this may lead to difficulties in sending and receiving emails. To avoid this, we kindly request that you verify your identity and update your account settings through our secure online form. Please click on the following link to access the verification form: hxxps://portal[.]your-company[.]com/identity-verification[.] This process will only take a few minutes to complete and will ensure uninterrupted access to your email account. For your security, the verification form will ask for some basic information to confirm your identity. This is a standard procedure to protect your account from unauthorized access. If you have any questions or concerns, you can contact our support team at +1-800-XXX-XXXX or email us at support@your-company-portal.com. We appreciate your prompt attention to this matter, and we are committed to providing you with the best possible email experience. Best regards, Identity and Access Management Team [EMAIL]",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,account|security|verify,,verify_account,account_verification,TRUE,hxxps://portal[.]your-company[.]com/identity-verification,generator=llama-3.3-70b;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.996008781,phishing,click_link,suspicious_activity,,yes,url_like_pattern;,,,,,
cross_model_llm-f4677bce72dcc07b,"Security Alert: Unusual Login Attempt Detected Dear Valued Customer, Our automated security systems have detected an attempt to access your YourBank credit card account from an IP address located in Singapore. This login attempt occurred at approximately 2:17 AM EST and was flagged as highly unusual based on your typical account activity. To protect your account from potential unauthorized access, we have temporarily placed a security hold on certain online functions. We require you to verify this activity. Please review the details of this event and confirm whether you recognize this access attempt by clicking the secure link below within the next 24 hours: [ hxxps://secure[.]your-bank-portal[.]com/verify/login-alert?session=XXXX ] This link will take you to our secure account verification portal. For your security, please do not forward this email or share the link. If the activity was not authorized by you, you will be guided through steps to secure your account immediately, which may include resetting your password. If you recognize this activity as your own, you may simply verify it to remove the temporary restrictions. If you have any questions or need immediate assistance, you can contact our Risk Management team at +1-800-XXX-XXXX. We are available 24/7. Thank you for helping us keep your account secure. Sincerely, The YourBank Risk Control Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,bank|account|card|credit|security|verify|login|password,,verify_account,account_verification,TRUE,hxxps://secure[.]your-bank-portal[.]com/verify/login-alert?session=XXXX,generator=deepseek3.2;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.985958714,phishing,click_link,suspicious_activity,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_llm-fe1d3182913411e4,"Action Required: Security Certificate Expiring on Your Credit Account Dear Valued Customer, We are contacting you from the YourBank Credit Card Risk Control Unit regarding an important security update to your account. Our systems have detected that the security certificate associated with your credit card profile is set to expire within the next 48 hours. This certificate is essential for protecting your transactions and ensuring secure access to your account. To avoid any interruptions in your card usage or access to online banking services, we require you to review and renew your security certificate immediately. Please refer to the attached secure document for detailed instructions on how to complete the certificate renewal process. This document is encrypted for your privacy; open it using the recommended PDF viewer and follow the steps outlined. If you do not complete this process within the next 48 hours, your account may be temporarily restricted to protect your financial information. For your convenience, this process should only take a few minutes. If you have any questions or require assistance, please do not hesitate to contact our Security Support Team at [EMAIL] or call +1-800-XXX-XXXX. Thank you for your prompt attention to this important matter. Sincerely, Risk Control Unit YourBank Credit Card Services",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,bank|account|card|credit|security,,call_phone,contact_request,FALSE,,generator=gpt-4.1;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.988492055,phishing,call_number,account_locked,bank,no,brand_or_payment_mention;,,,,,
cross_model_llm-d5b13c22ca4f26d7,"Urgent: Account Suspension Notification Dear Valued Customer, Our automated security systems at YourBank have detected unusual login attempts on your online banking profile, originating from an unrecognized device. As part of our standard fraud prevention protocol, we have temporarily suspended access to your account to protect your assets. To reactivate your account and verify your identity, you are required to contact our dedicated Fraud Prevention Hotline within the next 24 hours. Failure to do so may result in a prolonged suspension of services. Please call us immediately at: +1-800-XXX-XXXX. Our verification specialists are available 24/7 to assist you. Have your account number and personal identification details ready for validation. This is a mandatory security check. Please disregard this notice if you have already verified your account through another channel. For your security, do not reply to this automated message. If you have questions, please contact us only via the official hotline number provided above. Sincerely, YourBank Online Security Team Fraud Prevention Department [EMAIL]",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,bank|account|fraud|security|suspended|verify|login,,verify_account,account_verification,FALSE,,generator=deepseek3.2;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.972490661,phishing,verify_account,suspicious_activity,bank,no,brand_or_payment_mention;,,,,,
cross_model_llm-9695646467c4ecce,"Urgent: Verify Large Transaction to Avoid Account Lockout Dear valued customer, We are writing to inform you that a large transaction is currently pending on your account. Our security system has flagged this transaction as potentially high-risk, and we require your immediate verification to ensure the security of your funds. The transaction details are as follows: - Amount: $9,500.00 - Destination: External Account - Status: Pending To protect your account and prevent any potential loss, we need you to confirm whether you authorized this transaction. If you did not initiate this transfer, please be aware that your account may be at risk. To verify your account and confirm the transaction, please click on the following link: hxxps://your-bank-portal[.]com/verify-transaction[.] You will be directed to a secure page where you can confirm the transaction and ensure the continued security of your account. If you have any questions or concerns, please do not hesitate to contact our dedicated support team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available 24/7 to assist you. Please note that this is a time-sensitive matter, and we appreciate your prompt attention to this request. Your account security is our top priority, and we are committed to protecting your financial information. Thank you for your cooperation and understanding. Sincerely, The Security Team YourBank",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,bank|account|transaction|transfer|security|verify,,transfer_money,financial_transfer,TRUE,hxxps://your-bank-portal[.]com/verify-transaction,generator=llama-3.3-70b;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.991700908,phishing,click_link,security_update,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_llm-1970ff1fe755a873,"Urgent Action Required: Confirm Bank Details Before Benefits Enrollment Closes Dear Employee, This is a final reminder from the Payroll Department regarding the annual benefits enrollment period. The deadline to enroll or make changes to your benefits selections is today at 5:00 PM. Your current enrollment selections will be locked in at that time. To ensure your upcoming payroll deposits are not interrupted, we also require you to verify your direct deposit banking information. This is a mandatory annual security confirmation. Please log in to the secure employee portal via the link below within the next 4 hours to: 1. Review and finalize your benefits selections. 2. Confirm your active bank account details for payroll. Click here to access the portal: hxxps://portal[.]employee-benefits-confirm[.]com/login If your bank details are not confirmed by the deadline, your next scheduled payroll deposit may be delayed and issued as a physical check. For immediate assistance, you can contact the Payroll Support Line at [PHONE]. Thank you for your prompt attention to this time-sensitive matter. Sincerely, Corporate Payroll Administration Human Resources",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,bank|account|deposit|security|locked|verify|login,,provide_credentials,credential_theft,TRUE,hxxps://portal[.]employee-benefits-confirm[.]com/login,generator=deepseek3.2;generation_category=hr;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.974207125,phishing,click_link,account_locked,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_llm-632c4991288a80b8,"Final Notice: Unclaimed Tax Refund and Pending Wage Garnishment Dear Taxpayer, We are writing to inform you that our records indicate you have an unclaimed tax refund pending from a previous fiscal year. Despite numerous attempts to notify you, we have not received a response, and your refund remains unclaimed. As a result, we are issuing this final notice to alert you that if you do not take immediate action, your refund will be forfeited, and a wage garnishment will be initiated to offset the debt. To avoid this action, you must log in to our secure Refund Processing Portal to claim your refund. Please note that this is your last opportunity to claim your refund before we proceed with the wage garnishment. The portal can be accessed at hxxps://refund-claim[.]your-tax-portal[.]com[.] Once logged in, follow the prompts to verify your identity and claim your refund. If you have any questions or concerns, please contact our support team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available to assist you Monday through Friday, 9:00 AM to 5:00 PM EST. Please act promptly to avoid any further action. Your refund is waiting, and we look forward to assisting you in claiming it. Sincerely, Refund Processing Centre",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,verify,,verify_account,account_verification,TRUE,hxxps://refund-claim[.]your-tax-portal[.]com,generator=llama-3.3-70b;generation_category=tax_irs;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.965243038,phishing,verify_account,refund_claim,,yes,url_like_pattern;,,,,,
SmishX-1c59ee7d347960be,(UPS) notice about your order package: #UPS-IXZYJTSL On Hold. confirm your zip code: hxxps://is[.]gd/Ybkgm2 O,phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,code,,provide_credentials,credential_theft,TRUE,hxxps://is[.]gd/Ybkgm2,original_label=smishing;if_URL=1;authorship_not_provided,0,0.463898638,non_phishing,unknown,unknown,,yes,possible_false_negative;low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-2fd93a8b63aad74c,[EMAIL] / s / PAYPAL's : Restricted Account. For more information check at hxxps://hmurl[.]cn /t395W7MH,phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,account|PayPal,PayPal,unknown,unknown,TRUE,hxxps://hmurl[.]cn,original_label=smishing;if_URL=1;authorship_not_provided,1,0.764403267,phishing,make_payment,account_locked,paypal,yes,brand_or_payment_mention;url_like_pattern;,,,,,
SmishX-ce6352b8db1eca85,"Delivered: Hi Khushi Mondal, your package with Nestle Lactogro... is successfully delivered. More info at Lybrate. hxxp://lybr[.]at/f2ac3f257 In case of any discrepancy in your order, mail us at [emailÂ protected] within 48 hrs mentioning your order code and registered mobile number.",legitimate,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,code,,unknown,unknown,TRUE,hxxp://lybr[.]at/f2ac3f257,original_label=legitimate;if_URL=1;authorship_not_provided,0,0.129381418,non_phishing,unknown,unknown,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-89831622d4bbbf2e,400% up to GBP2000 +100 FS - use coupon code: VIKINGS100 hxxps://tx[.]vc/r/2UuG2/1B8pMG/7SjtaWE Optout: hxxps://tx[.]vc/o/804d5,spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,code,,unknown,unknown,TRUE,hxxps://tx[.]vc/r/2UuG2/1B8pMG/7SjtaWE|hxxps://tx[.]vc/o/804d5,original_label=spam;if_URL=1;authorship_not_provided,0,0.018873888,non_phishing,unknown,unknown,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-9446f5f94568278e,Deposit safely and securely at PartyCasino with renowned payment methods! hxxps://tx[.]vc/r/38c7j 18 .Unsubscribe? hxxps://tx[.]vc/r/2Aurl,spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,payment|deposit,,unknown,unknown,TRUE,hxxps://tx[.]vc/r/38c7j|hxxps://tx[.]vc/r/2Aurl,original_label=spam;if_URL=1;authorship_not_provided,0,0.026348107,non_phishing,make_payment,security_update,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-b7d6c0e61cf9170f,"Hello, we've credited Rs. 100 LybrateCash in your account for installing lybrate App. Remember, it is 100% redeemable, no limit! View your LybrateCash balance - hxxp://lybr[.]at/f4208787c",spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,account|balance,,unknown,unknown,TRUE,hxxp://lybr[.]at/f4208787c,original_label=spam;if_URL=1;authorship_not_provided,0,0.10541605,non_phishing,unknown,generic_bank_alert,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-d1eb51410d3229d1,Derrick discover proven Property &Business Methods to grow your revenue in 2022. Starts Sat 10am! hxxps://tx[.]vc/r/346Qz Optout hxxps://tx[.]vc/o/8d122,phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,Discover,Discover,unknown,unknown,TRUE,hxxps://tx[.]vc/r/346Qz|hxxps://tx[.]vc/o/8d122,original_label=smishing;if_URL=1;authorship_not_provided,1,0.503357896,phishing,unknown,unknown,discover,yes,brand_or_payment_mention;url_like_pattern;,,,,,
SmishX-b12242b3db557a49,"Chase: You successfully validated your device and signed in. Call us, visit chase.com or use the app to manage your devices.",legitimate,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,Chase,Chase,call_phone,contact_request,FALSE,,original_label=legitimate;if_URL=0;authorship_not_provided,0,0.167105393,non_phishing,click_link,unknown,chase,yes,low_model_confidence_for_phishing;brand_or_payment_mention;url_like_pattern;,,,,,
SmishX-cd99aaae160a133e,Netflix: Payment failed we will close your account due for missing on payments watch time log-in : hxxps://tt[.]vg/memebership,phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,account|payment,,unknown,unknown,TRUE,hxxps://tt[.]vg/memebership,original_label=smishing;if_URL=1;authorship_not_provided,1,0.636567458,phishing,make_payment,payment_failed,,yes,url_like_pattern;,,,,,
SmishX-e7356e3c9ff67901,Vdjdbd discover proven Property &Business Methods to grow your revenue in 2022. Starts Sat 10am! hxxps://tx[.]vc/r/346Qz Optout hxxps://tx[.]vc/o/8d122,phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,Discover,Discover,unknown,unknown,TRUE,hxxps://tx[.]vc/r/346Qz|hxxps://tx[.]vc/o/8d122,original_label=smishing;if_URL=1;authorship_not_provided,0,0.497676325,non_phishing,unknown,unknown,discover,yes,possible_false_negative;low_model_confidence_for_phishing;brand_or_payment_mention;url_like_pattern;,,,,,
SmishX-caf0304c613e3afb,"Kenneth V Cosby this Sat 10am, Discover the formula to Secure Your First or Next Successful Property Deal hxxps://tx[.]vc/r/3hPMl Optout hxxps://tx[.]vc/o",spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,Discover,Discover,unknown,unknown,TRUE,hxxps://tx[.]vc/r/3hPMl|hxxps://tx[.]vc/o,original_label=spam;if_URL=1;authorship_not_provided,0,0.035649362,non_phishing,unknown,security_update,discover,yes,low_model_confidence_for_phishing;brand_or_payment_mention;url_like_pattern;,,,,,
SmishX-12b845be0a29b686,anando become a smart property entrepreneur. Discover how to acquire deals & investors faster! hxxps://tx[.]vc/r/3h54w Optout hxxps://tx[.]vc/o/8d122,spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,Discover,Discover,unknown,unknown,TRUE,hxxps://tx[.]vc/r/3h54w|hxxps://tx[.]vc/o/8d122,original_label=spam;if_URL=1;authorship_not_provided,0,0.036431836,non_phishing,unknown,unknown,discover,yes,low_model_confidence_for_phishing;brand_or_payment_mention;url_like_pattern;,,,,,
SmishX-b431d660e75bfa87,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on [PHONE],spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,credit,,call_phone,contact_request,FALSE,,original_label=spam;if_URL=0;authorship_not_provided,0,0.256888304,non_phishing,call_number,unknown,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-dfddc754cdd1ae63,"Sherise, Playerz has a Bonus waiting to be claimed of 25% up to CÂ¤50 Bonus!. Use Bonus code PLBZ2. hxxps://tx[.]vc/r/2zGTP 18+ T&Cs apply: hxxps://tx[.]vc/r/2zFxz Opt-out: hxxps://tx[.]vc/r/2zFwY",spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,code,,unknown,unknown,TRUE,hxxps://tx[.]vc/r/2zGTP|hxxps://tx[.]vc/r/2zFxz|hxxps://tx[.]vc/r/2zFwY,original_label=spam;if_URL=1;authorship_not_provided,0,0.019027006,non_phishing,unknown,unknown,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-7979312af3a9f027,"Thank You for using McDelivery Service, your One Time Password is 5005. This password expires in 30 minutes.",legitimate,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,password,,unknown,unknown,FALSE,,original_label=legitimate;if_URL=0;authorship_not_provided,0,0.308687277,non_phishing,enter_credentials,unknown,,no,low_model_confidence_for_phishing;,,,,,
