id,text,label,channel,source_dataset,source_type,is_human_written,is_ai_generated,is_ai_rewritten,is_banking_candidate,banking_keyword,brand_mentioned,requested_action,intent_type,has_url,url,notes
cross_model_human-1647f1d9d49522b5,"Maxwell Miller for your dog Med for your PET! here hxxp://rxpes[.]com Heartgard Plus Heartgard Plus kills the immature form of the heartworm (Dirofilaria immitis). It is also used for the treatment and control of hookworms (Ancylostoma caninum, A. braziliense, and Uncinaria stenocephala) and roundworms (ascarids - Toxocara canis, Toxascaris leonina). List Price: $429.00 Price: $29.99 You Save: $[PHONE]%) hxxp://rxpes[.]com --------------------------------------- Interceptor List Price: $429.00 Price: $29.99 You Save: $[PHONE]%) Revolution is a topical parasiticide used in the treatment or prevention of heartworm disease, fleas, the American dog tick, ear mites and canine sarcoptic mange in dogs. When used in cats it is used in the treatment or prevention of heartworm disease, fleas, ear mites and also to prevent hookworm and roundworm disease. hxxp://rxpes[.]com --------------------------- Revolution List Price: $429.00 Price: $29.99 You Save: $[PHONE]%) Rimadyl is approved for Pain and inflammation associated with osteoarthritis in dogs. Control of postoperative pain associated with soft-tissue and orthopedic surgeries in dogs. It is the first and most widely used veterinary NSAID approved in the U.S. for canine use. hxxp://rxpes[.]com -------------------------------------- Atopica Atopica is the first FDA-approved and highly effective NonSteroidal Alternative for the treatment of canine atopic dermatitis. Unlike traditional therapies, Atopica specifically targets the immune cells involved in the allergic response. List Price: $429.00 Price: $29.99 You Save: $[PHONE]%) AND much more !! Ships in 48 hours hxxp://rxpes[.]com huge variety of children's schedulesand marketing pitches academy committees for discover academy report says. and parents alike. time, it can increase risks for release Monday really need for has many benefits. own thing,"" plenty of time said Gervasio, annual meeting in with get-smart of Pediatrics, says Gervasio said her in the shuffle, unstructured play said Gervasio, and organized academy report says.for many families.Academy videos or older children children's schedulesmom and dad -- at the beach and parents alike. annual meeting in said Gervasio, discover healthy, development activities For now, with the other kids.""academy report says.says the report, such as blocks and dolls,better off free play -- whether and organized A lack of spontaneous their own passions, A lack of spontaneous 5-year-old son of free play time, in the shuffle, It can help children she says, she the pressure, Here's some soothing joy that is a cherished annual meeting in Academy But so does living for many children,it's chasing butterflies, playing with the report says.Noted pediatrician and author successful children. Above all, resists",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,Discover,Discover,unknown,unknown,True,hxxp://rxpes[.]com|hxxp://rxpes[.]com|hxxp://rxpes[.]com|hxxp://rxpes[.]com|hxxp://rxpes[.]com,upstream_source=TREC-07;package_authorship=human;all_rows_phishing
cross_model_human-a8f87b65d78c930d,"[EMAIL] PayPal Secure Dear Client, It looks like someone else may have access to your account. So we've temporaily locked it to keep your personal informations in safe. To unlock your account, you may need pass a secourity check to confirm that you're the ccount belongs to you/to confirm that you're the account holder. Note that attempting to access someone else's is a violation of paypal's terms. it may also be illegal. You can restore your account by clicking on the link below : Click Here | Help | Contact | Fees | Security | Apps | Shop | Ebay | Secure If you need help or have any questions, call us at [PHONE], 7:00 WIB to 21:00 WIB from Monday to Friday, 8:00 WIB to 17:00 WIB from Saturday to Sunday",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,account|security|locked|PayPal,PayPal,verify_account,account_verification,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing
cross_model_human-210462ef54719b72,"Find out the best enhancement solution Our amazing way of male enhancement will help you to outwit the Mother Nature! If your competence in love is truly important for you, don't ignore this offer! hxxp://milddear[.]com/ were civil fraud and violating antimanipulation provisions of federalthe sum of your experience can make the difference and I think GeorgeThe first industry Soros watched closely for the Double Eagle Fund",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,fraud,,unknown,unknown,True,hxxp://milddear[.]com/,upstream_source=CEAS_08;package_authorship=human;all_rows_phishing
cross_model_human-b05ebfa0949bc886,"=?utf-8?Q?We=27ve=20Iimited=20access=20to=20your=20Pa?= =?utf-8?Q?yPaI=20account?= PayPal account notice View this email in your browser Your Account Has Been Limited Dear Customer,Your PayPal account has been limited because we've noticed significant changes in your account activity. As your payment processor, we need to understand these changes better. This account limitation will affect your ability to: Send or receive money Withdraw money Also, you won't be able to: Remove any bank accounts Remove credit cards Close your account What to do next Please log in to your PayPal account and provide the requested information before February 17, 2016 through the Account Review. If we don't receive the information before this deadline or we notice additional significant changes in your account activity, your account access may be further limited. Log in Here Thank you for your understanding and cooperation. If you need further assistance, please click Contact at the bottom of any PayPal page. Sincerely, PayPal",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,bank|account|credit|payment|PayPal,PayPal,transfer_money,financial_transfer,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing
cross_model_human-0ed957b68f03d5a2,"[Mhln] videotape greater gorgon Hello, Your refinance application has been accepted. We are ready to give you a loan. There is no obligation and this is a FREE quote! *Debt Consolidation. *Home Improvement. *Refinancing. *Second Mortgage. *Equity Line of Credit. *First Purchase. Visit here for more information Expect to be contacted within 24 Hours. hxxp://jttyuto[.]com",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,credit,,unknown,unknown,True,hxxp://jttyuto[.]com,upstream_source=TREC-07;package_authorship=human;all_rows_phishing
cross_model_human-b8be4f087eeadfb9,"I will appreciate your reply From: Mrs Farah al-Hashemi Address: Chiang Rai hospital 31-12 Chiang Rai - Lampoon Rd, ,Chiang Rai Thailand Dearest Beloved, Thank you for the attention beeing given to go through my mail.I am Mrs.Farah al-Hashemi, The wife of iraq military finance corps Chief, who was incharge of the payment of the military salary during his life service time . I am 58 years old, i am now receiving treatment in the hospital. It's quite obvious that I won't live Longer according to my doctor as i am sufering from my kidney transplant illness,this is because my illness has gotten to a very bad stage. My late husband died from the British and American attacks over my country ,and during the period of our marriage we had two male children Musa and Idris. After the death of my husband , I inherited some money which my late husband deposited with a Security Finance Company in Thailand for safety .The doctor has advised me that I may not live long, so I now decided to contact you to assist my two sons to claim this money From where it was deposited and guide them for investment as you are a potential business man. My family will be interested in doing business in your country, thefore i would like to seek your assistance and help.I am interested particularly in properties , but your advise on other areas of private sector would be highly appreciated, i am in believe that you would be of great help in guiding my two sons to a sucessful exploration of the investment potentials of your country , which guarantees good capital returns and human security .As a result of this, i can take you in confidence bassically due of the source of the fund , hereby believing that your assistance will be profitable to us. The amount in question is USD$12 Million .I will appreciate your willingness to carry this transactions the gratification remark which will be determined as soon as i hear from you.As i have maped out 20%, for your assistance and 5% would be used for the re-embursement of any expenses that is encurred during on the process of this transaction . Lastly, I honestly pray that this money when transferred to your country will be used for the said purpose of investing in the industry, because I have come to find out that wealth acquisition without Allah is vanity upon vanity. I await your urgent reply to enable me up-date you with more information and how to proced. Do feel free to ask me any question if you wish to as my husbands death has blocked every trace of this money from us,the documentations relating to the deposit of this fund are all intact with my first son for your verification .I await to hearing from you soonest. Yours Sincerely. Mrs Farah al-Hashemi",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,payment|transaction|deposit|security,,reply,contact_request,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing
cross_model_human-6e8801ff71d59275,"Men were demolishing something with axes on the beach near the stockade - the poor jolly-boat, I afterwards discovered. [] If you want to plan for the Dispatcher component, see Chapter 4, Planning for the Dispatcher component. Bend down let something fall see if she. Tired with all these, for restful death 1 cry 76 19. He knew he was going to have to close soon, or he'd burst out crying, which would smear the ink and he'd have to do it all again. For example, consider a query that would return all instances where the data for a column started with the letter ""A"". No spaces allowed around keyword. Stallman, Roland McGrath, Andrew Oram, and Ulrich Drepper. O, break, my heart. An early query system for English text. MsgSubjectEnd IfNextFor Each m In Od. Please Login or Register. After a call is made to this function, it is necessary to call function 1 to enable the cursor again. If class Terminator has another class Super as its superclass, then Super must be initialized before Terminator. The second case is a federal case based on 17 U. Slava was ruling lines on some paper and Genka was writing. MsgBoxRtlReading - Right-to-left reading text (Hebrew and Arabic systems). For both methods, the devices using this interface shall be programmed by the host computer to perform commands and return status to the host at command completion. You are of Manetheren's blood. I got there without any problem and sold his pistol easily, since he had also supplied some cartridges, a very scarce item. NLS classes at network sites. He was somewhat my elder, and he was a pupil of Buckland's. How do I make the php. This License is a kind of ""copyleft"", which means that derivative works of the document must themselves be free in the same sense. Internet Explorer 3 documents label this attribute HALIGN.",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,login,,call_phone,contact_request,False,,upstream_source=TREC-07;package_authorship=human;all_rows_phishing
cross_model_human-2f1c332a22cccfca,"Bad credit ok Your credit doesn't matter to us! If you OWN real estate and want IMMEDIATE cash to spend ANY way you like, or simply wish to LOWER your monthly payments by a third or more, here is the deal we can offer you TODAY (hurry, this offer will expire TONIGHT): $377,000+ loan AND EVEN MORE: After further review, our lenders have established the lowest monthly payments! Hurry, when this deal is gone, it is gone. Simply fill out this one-minute form... Don't worry about approval, your credit will not disqualify you! hxxp://niversafull[.]com/",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,credit,,unknown,unknown,True,hxxp://niversafull[.]com/,upstream_source=TREC-07;package_authorship=human;all_rows_phishing
cross_model_human-523fbb4bb97779d4,"Want to complete your PayPal payment at Red Rock Threads Want to complete your PayPal payment at Red Rock Threads? To finish up, give your final approval. Original payment details: Red Rock Threads $71.85 USD Return to Merchant/Cancel Payment Help & Contact | Security | Apps Choose how you receive your payment notifications at PayPal.com. Please don't reply to this email. To get in touch with us, click Help & Contact. Copyright © [PHONE] PayPal, Inc. All rights reserved. PayPal is located at 2211 N. First St., San Jose, CA 95131.1. PayPal PPC001695:1.24:24818643a57e8",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,payment|security|PayPal,PayPal,reply,contact_request,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing
cross_model_human-24bf745c6623a80b,"MISS MARIA DENISE I have a new email address!You can now email me at: [EMAIL] FROM MISS MARIA DENISE ADDRESS/ AVE 11 RUE 45 ABIDJAN COTE D IVOIRE Dearest Beloved Base on your profile i am happy to request for your assistance and also to go into business partnership with you, i believe that you will not betaryed my trust which i am going to lay on you. I am MISS maria denise,20years old and the only daughter of my late parents MR.and MRS denise My father was a highly reputable busnness magnet-(a cocoa merchant)who operated in the capital of Ivory coast during his days. It is sad to say that he passed away mysteriously in France during one of his business trips abroad year 12th.Febuary 2003.Though his sudden death was linked or rather suspected to have been masterminded by an uncle of his who travelled with him at that time. But God knows the truth! My mother died when I was just 4 years old, and since then my father took me so special. Before his death on Febuary 12 2003 he called the secretary who accompanied him to the hospital and told him that he has the sum of Ten Million United State Dollars.(USD$[PHONE]) left in a security company in a mettalic trunk box, but the security company didn't know the content because it was decleared as family valuables personal for security reasons. I am just 20years old and a university undergraduate and really don't know what to do. This is because I have suffered a lot of set backs as a result of incessant political crisis here in Ivory coast. The death of my father actually brought sorrow to my life. Sir,I am in a sincere desire of your humble assistance in this regards.Your suggestions and ideas will be highly regarded. Now permit me to ask you these question:- (1.) Can I completely trust you? Consider this and get back to me as soon as possible. Thank you so much. My sincere regards, MISS maria denise. - maria denise",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,security,,unknown,unknown,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing
cross_model_human-019eb36a98eb276b,"GOD BE WITH YOU!!! DEAR , My name is Mrs.ANNA WILLIAM I am a dying woman who have decided to donate what I have to you/ church. I am 59 years old and I was diagnosed for cancer about 2 years ago, immediately after the death of my husband,who had left me everything he worked for.I have been touched by God to donate from what I have inherited from my late husband to you for the good work of God,rather than allow my relatives to use my husband hard earned funds ungodly. Please pray, that the good Lord forgive me my sins. I have asked God to forgive me and i believe he has because He is a merciful God.I will be going in for an operation in less than four hours.I decided to WILL/donate the sum of $9,500,000(Nine Million Five hundred thousand Dollars) to you for the good work of the lord, and also to help the motherless and less privilege and also for the assistance of the widows according to (JAMES 1:27). At the moment I cannot take any telephone calls right now due to the fact that my relatives are around me and my health status. I have adjusted my WILL and my lawyer is aware i have changed my will and you and my lawyer will arrange the transfer of the funds the Security Company. I wish you all the best and may the Good Lord bless you abundantly, and please use the funds well and always extend the Good work to others. Contact my lawyer with this specified email: [EMAIL] , with this subject (Mrs.A.W.Will) and tell him that I have WILLED ($9,500,000.00) to you the above funds and i have also notified him that I am WILLING that amount to you for a specific and Good work. I know I don't know you but I have been directed to do this. Thanks and God bless. NB: I will appreciate your utmost confidentiality in this matter until the task is accomplished as I don't want anything that will Jeopardize my last wish.I have instructed my Lawyer to process all legal documents and send them to you as my Beneficiary. Remained blessed in thy Lord, Truly Yours, Mrs.ANNA WILLIAM",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,transfer|security,,transfer_money,financial_transfer,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing
cross_model_human-5a28f7a931cb7c29,"banker Lloyds TSB Group plc 25 Gresham Street London EC2V 7HN Attn....... I discovered a dormant account in my office, as Group finance director with Lloyds bank London.It will be in my interest to transfer this fund worth $55,000,000(fifty five million dollars) in an accountoffshore. If you can be a collaborator to this please indicate interest immediately for us to proceed. Remember this is absolutely confidential. My husband does not know about his risk taking. My family will be in shambles if it burst out and i will also be in trouble aswell as loose my precious job. Your contact phone numbers and name will be necessary for this effect. Regards and respect, Cynthia Wood and Helen Weir. Group Finance Director Lloyds bank London.",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,bank|account|transfer,,call_phone,contact_request,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing
cross_model_human-80de3c0d00bdbcef,"Take our short Cigarette Survey and earn 100 bucks National Tobacco Survey: Which do you prefer? A. MARLBORO Cigarettes B. CAMEL Cigarettes C. NO Cigarettes (I Do Not Smoke). Participate & Get a FREE* $100 Visa Gift Card! hxxp://topperprop[.]com/t/qkcgb_5ex/136702 Must be 18 or older to vote. *See Terms and Gift Rules Powered by Your Top Brands. Your Top Brands is an independent rewards program for consumers and is not affiliated with any of the companies mentioned above. Your Top Brands is solely responsible for all gift fulfillment. To receive your gift, simply 1) Participate in the survey 2) Qualify for the sponsor offer(s) (see Gift Rules) and 3) Follow redemption instructions. By continuing, you certify that you agree to the terms and conditions. Copyright 2005 Your Top Brands. All rights reserved. You can unsubscribe from advertisements here hxxp://topperprop[.]com/t/qkcgb_5ex/136703 Your Top Brands Customer Care 303 Park Avenue S #1079 NY, NY 10010 trmedia520070606No More Mail: hxxp://topperprop[.]com/u/222e/producttestpanel%40speedy[.]uwaterloo[.]ca/2 or write to StickRange 1 Research Court Suite450 Rockville, MD 20850",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,card,,unknown,unknown,True,hxxp://topperprop[.]com/t/qkcgb_5ex/136702|hxxp://topperprop[.]com/t/qkcgb_5ex/136703|hxxp://topperprop[.]com/u/222e/producttestpanel%40speedy[.]uwaterloo[.]ca/2,upstream_source=TREC-07;package_authorship=human;all_rows_phishing
cross_model_human-eede1ddf15fdd67c,"REPLY ME. Dear Friend, This message might meet you in utmost surprise. However,it's just my urgent need for a foreign partner that made me contact you for this transaction.I am a banker by profession from ouagadougou-Burkina faso in west Africa and currently holding the post of Foreign Remmittance Manager in our bank Burkina Faso office . I have the opportunity of transfering the left over funds US$15.5MILLION (FIFTEEN MILLION FIVE HUNDRED UNITED STATE DOLLARS) I have the courage to look for a reliable and Honest Person who will be capable for this important business Transaction, believing that you will never let me down either now or in Future. The owner of this account is PATRICK.ALOYSIUS.HOEY, foreigner and he is the executive manager of tunnels, bridges and terminals, Port Authority of New York and New Jersey.He died in world trade center as a victim of the September 11,2001 Incident that befall the United State of America, You can confirm the genuiness of the deceased death by clicking on thiswebsite hxxp://www[.]september11victims[.]com/september11victims/VictimInfo[.]asp?ID=1365 i am inviting you for a business deal where this money can be shared between us in the ratio 70/30 if you agree to my business proposal.Eagerly waiting for your response. Please contact me immediately whether or not you are interested in this deal.If you are not,it will enable me scout for another foreign partner to carry out this deal.But where you are interested, forward your details to my PRIVATE EMAIL ADDRESS below [EMAIL], (1) Full Name: (2) Postal Address: (3 Telephone and Fax Number: (4) Occupation: (5) Date of Birth: I look forward to your earliest reply by email for more details Thanks. Best regardsMr Musa Saladin _________________________________________________________________ With Windows Live Hotmail, you can personalize your inbox with your favorite color. www[.]windowslive-hotmail[.]com/learnmore/personalize[.]html?locale=en-us&ocid=TXT_TAGLM_HMWL_reten_addcolor_0607",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,bank|account|transaction,,reply,contact_request,True,hxxp://www[.]september11victims[.]com/september11victims/VictimInfo[.]asp?ID=1365|www[.]windowslive-hotmail[.]com/learnmore/personalize[.]html?locale=en-us&ocid=TXT_TAGLM_HMWL_reten_addcolor_0607,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing
cross_model_human-45e21fb4d43f8649,"Trade-In your old car for a new fuel efficient car Confirmation #[PHONE] hxxp://forkspeech[.]com/t/qhvc6-j-h/208325 Second Attempt: Macy*s 500 Dollar Gift Card Inside hxxp://forkspeech[.]com/t/qhvc6-j-h/208325 ------------------------------------------------ To stop receiving announcements: hxxp://forkspeech[.]com/t/qhvc6-j-h/208326 Great American Giveaways 660 4th St. #360 San Francisco, CA 94107 Great American Giveaways is an independent rewards program and holds no affiliation with any of the listed products or their companies. This promotion is sponsored by GreatAmericanGiveaways.com and is subject to participation terms and the conditions. Hi Subscriber! You are receiving this solicitation because [EMAIL] previously agreed to receive correspondence from Copper Banana. If this service should fail to meet your expectations, feel free to disassociate yourself from our service. hxxp://forkspeech[.]com/u/e6d/producttestpanel%40speedy[.]uwaterloo[.]ca/2 Should you want to contact us via the United States Postal Service, our address is as follows: 405 Tarrytown Road Suite 1203 White Plains, NY 10607",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,card,,unknown,unknown,True,hxxp://forkspeech[.]com/t/qhvc6-j-h/208325|hxxp://forkspeech[.]com/t/qhvc6-j-h/208325|hxxp://forkspeech[.]com/t/qhvc6-j-h/208326|hxxp://forkspeech[.]com/u/e6d/producttestpanel%40speedy[.]uwaterloo[.]ca/2,upstream_source=TREC-07;package_authorship=human;all_rows_phishing
cross_model_human-2b5b7c05988153c7,"Good Credit or Not Thank you for your loan request, which we recieved yesterday, your refinance application has been accepted Good Credit or Not, We are ready to give you a $412,000 loan, after further review, our lenders have established the lowest monthly payments. Approval process will take only 1 minute. Please visit the confirmation link below and fill-out our short 30 second Secure Web-Form. hxxp://notepashealthh[.]com/",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,credit,,click_link,link_navigation,True,hxxp://notepashealthh[.]com/,upstream_source=TREC-07;package_authorship=human;all_rows_phishing
cross_model_human-0510a2de8ca124d9,"URGENT RESPONSE NEEDED FROM DR SANI MUSTAPHA, THE MANAGER OF AUDIT AND ACCOUNTING DEPT, BANK OF AFRICA OUAGADOUGOU, BURKINA-FASO. DEAR FRIEND, I AM DR SANI MUSTAPHA. I WORK IN THE BANK OF AFRIC(B.O.A.),OUAGADOUGOU, BURKINA FASO.I HAVE A BUSINESS WHICH WILL BE BENEFICIAL TO BOTH OF US. THE AMOUNT OF MONEY INVOLVED IS ($18.5 MILLION US DOLLARS) WHICH I WANT TO TRANSFER OUT OF THE COUNTRY TO YOUR BANK ACCOUNT, ALL TO MY FINANCIAL BENEFIT AND YOURS TOO. AND ALSO TO TAKE MY WIFE TO USA FOR TREATMENT OF LIVER DAMAGE. THIS MONEY WAS OWNED BY ONE OF THE CUSTOMERS IN OUR BANK.THE MAN'S NAME IS CALLED ANDREAS SCHRANNER FROM Munich,Germany.A BUSINESS COMMERCIALIST IN WEST-AFRICAN REGIONS. HE HAS BEEN DEAD SINCE SIX YEARS AGO ON 25TH JULY,2000 CONCORDE PLANE CRASH[Flight AF4590 ] WITH THE WHOLE PASSENGERS ABOARD .N.B.IN OTHER FOR YOU TO BELIEVE ME HONESTLY GO THROUGH THIS (website) BEFORE YOU START WITH ME. BELOW IS THE( website hxxp://news[.]bbc[.]co[.]uk/1/hi/world/europe/859479[.]stm) AND SINCE THEN,NO CLAIM HAS BEEN PLACED IN HIS BANK ACCOUNT BALANCE. I WANT TO TRANSFER THIS MONEY OUT OF THE COUNTRY BUT SUCH FUND CAN NOT BE TRANSFERRED WITHOUT A NEXT OF KIN ATTACHED TO THE FUND. THE FUND COULD BE TRANSFERRED IN THESE WAY;YOU SHALL PRESENT YOURSELF AS BUSINESS ASSOCIATES TO THE DECEASED PERSON[ANDREAS SCHRANNER] AS DETAILS SHALL BE THAT YOU ARE THE CARE-TAKER BUSINESS ASSOCIATES TO MR.ANDREAS SCHRANNER AND HIS PROPERTIES. I SHALL MAKE AVAILABLE TO YOU MATERIALS AND INFORMATION WITH WHICH A SUCCESSFUL CLAIM SHALL BE PLACED ON THE FUND. I SHALL BE YOUR GUIDIANCE AND INSTRUCTOR THROUGHOUT THE DURATION OF THIS TRANSACTION SO AS TO ENSURE A SWIFT AND SURE TRANSFER OF THE FUND TO YOUR BANK ACCOUNT. AS TO YOUR BENEFITS, YOU SHALL BE ENTITLED TO 40% OF THIS FUND FOR YOUR CO-OPERATION IN THIS TRANSACTION WHILE 5% WIL BE SET ASIDE FOR EXPENCES BOTH OF US MIGHT INCURE DURING THE COURSE OF THIS TRANSACTION.SO IF YOU ARE INTERESTED, SEND A REPLY TO ME IMMEDIATELY AND IN YOUR REPLY PLEASE INCLUDE YOUR [PRIVATE PHONE NUMBERS] URGENCY HAS TO BE IMPLIED AND THIS BUSINESS MUST STRICTLY BE A DEAL BETWEEN BOTH OF US. BEST REGARDS, DR SANI MUSTAPHA, _________________________________________________________________ MSN Hotmail : crez votre adresse e-mail gratuite & vie ! hxxp://www[.]msn[.]fr/newhotmail/Default[.]asp?Ath=f",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,bank|account|transaction|transfer|balance,,transfer_money,financial_transfer,True,hxxp://news[.]bbc[.]co[.]uk/1/hi/world/europe/859479[.]stm|hxxp://www[.]msn[.]fr/newhotmail/Default[.]asp?Ath=f,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing
cross_model_human-7c81d80feb493213,"Updated FEBRUARY Bonus/Allowance Payment Structure (Final Post-Covid-19 listing) !!! Dear All, As already announced, The year's end of the year Wage bonus/Allowances will start in JANUARY of 2021 and will be paid out for the first time this FEBRUARY 2022 with recalculation as of JANUARY. Also find some classified company info/document for you. View salary-increase/bonus-sheet-FEBRUARY-2022-Doc.xls You will be informed of the details in advance by letter from the Human Resource department. regards monkey.org Management",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,payment,,unknown,unknown,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing
cross_model_human-ea78c8b3792f3533,"Your payment didn't succeed, so your ads have been suspended. -------------------------- ------------------------------- ------------------------------- Dear Advertiser, We were unable to process your payment. Your ads will be suspended soon unless we can process your payment. To prevent your ads from being suspended, please update your payment information. Please sign into your account and update your payment information. We look forward to providing you with the most effective advertising available. Thank you for advertising with Google AdWords. -------------------------------------------------------- ----------------- --------------------",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,account|payment|suspended,,unknown,unknown,False,,upstream_source=CEAS_08;package_authorship=human;all_rows_phishing
cross_model_human-3ff58596e2eec0da,"=?UTF-8?Q?=E2=9C=89_?= Please log in to your account to see the steps that apply to you =?utf-8?Q?=E2=9C=94?= Confirm your email Confirm your email Dear Customer, Hello PayPal Customer, We are sorry to inform you that you can not access all your paypal advantages like sending money and purchasing,due to account limitation . Login Now ""Why my account PayPal™ is limited?"" Because we think that your account is in danger from stealing and unauthorized uses . What can I do to resolve the problem? - Log in to your PayPal account. - Update your account informations ( card - billing ) Sincerely, PayPal Help Center hxxps://www[.]paypal[.]com/tn/help | Resolution Center hxxps://www[.]paypal[.]com/tn/cgi-bin/webscr?cmd=_complaint-view | Security Center hxxps://www[.]paypal[.]com/tn/webapps/mpp/paypal-safety-and-security Please do not reply to this email. To get in touch, go to the PayPal website and click ""Help"". Copyright © 1999 – 2016 PayPal. All rights reserved. Consumer advisory - PayPal Pte. Ltd. the holder of PayPal's stored value facility, does not require the approval of the Monetary Authority of Singapore. Users are advised to read the terms and conditions carefully. PayPal PPC000251:5b93711e6b9f0 Dear Customer, We are sorry to inform you that you can not access all your paypal advantages like sending money and purchasing,due to account limitation . Login Now Why my account PayPal is limited? Because we think that your account is in danger from stealing and unauthorized uses . What can I do to resolve the problem? Log in to your PayPal account. Update your account details ( adress - card ) If you have questions about your account, please log in and click Contact Us. Sincerely, PayPal Help Center | Resolution Center | Security Center Please do not reply to this email. To get in touch, go to the PayPal website and click Help.",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,account|card|security|login|PayPal,PayPal,reply,contact_request,True,hxxps://www[.]paypal[.]com/tn/help|hxxps://www[.]paypal[.]com/tn/cgi-bin/webscr?cmd=_complaint-view|hxxps://www[.]paypal[.]com/tn/webapps/mpp/paypal-safety-and-security,upstream_source=Nazario;package_authorship=human;all_rows_phishing
cross_model_human-52f459d1f80ac6d7,"monkey.org Server Account Notification!! Email Security info Your email [EMAIL] has reached an upgrade stage, verify your user email to continue usage, This is for your own safety to continue using your account, click the button below. Verify Note: Please do not ignore this email to avoid your account closure Thanks,The security email team.",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,account|security|verify,,unknown,unknown,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing
cross_model_human-8a1f630832f86a68,"=?UTF-8?B?TmV0ZmxpeCBBbGVydDpQbGVhc2UgQ29uZmlybSBZb3VyIFtOZXRmbGl4XSBQcm9maWxlLg==?= Dear Customer Netflix Account Closure! - 09/05/2020 Your profile has been listed for deactivation due to incomplete account update. To continue using your account Click the button below to validate your details with us Validate Your Netflix and avoid your profile from being disabled Thank you, Customer Support ©2020 Netflix Security Services Team. Dear Customer Dear Customer Netflix Account Closure! - 09/05/2020 Your profile has been listed for deactivation due to incomplete account update. To continue using your account Click the button below to validate your details with us Validate Your Netflix and avoid your profile from being disabled Thank you, Customer Support ©2020 Netflix Security Services Team.",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,account|security,,unknown,unknown,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing
cross_model_human-23d8030468cc8421,"American Express: New Message, Please read nVkeAG Dear Member, You have an urget message regarding your card services view attached document to read. Note: Your Card is currently suspended from spending until you access document and take action. Thanks you. American Express Team. 0KMgJIvY4L2phHEm01c5As8oVRDIwKxurNe4iF2gjQt7E3bQqAr6RJt1NNS1jKjOHFzFjdHUFst07e9wfTkZ7Or4L0bqq8YgvdaeSK2MFHxTBOC9WNIt3fc89U6RXScDfBk7w1Xk7laNcnKXZIZq0QWXGR1OXBS1ZcpsD9pJtzqV7gVCHhjckkokn0x80XxlsdHYEumpK6PUq80tE31kvTXLeq71XxGl6ze9uH8DtlVsNVQzHrlCEBY3M9FIECw0sPW47xOWjAw6lOhXQcKJEFYmCcj6bFn36fZ6hTwxi16VVh5CuqDpTo6X8RUQcM1BqWaQP5xqQXyHZXBH94ysUkVSqM1Di36FPmNczoTf7R5YKJsknqC",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,card|suspended|American Express,American Express,download_attachment,attachment_action,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing
cross_model_human-344fd29160f052bb,"[Alibaba Inquiry Notification] 38 Unread Notification. Dear Alibaba Member. ,You have 38 companies interested in your product. Please login to read message.To view inquiries,please follow the address below : hxxp://message[.]alibaba[.]com/message/default[.]htm Regards1999-2017 Alibaba Group",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,login,,unknown,unknown,True,hxxp://message[.]alibaba[.]com/message/default[.]htm,upstream_source=Nazario;package_authorship=human;all_rows_phishing
