id,text,label,channel,source_dataset,source_type,is_human_written,is_ai_generated,is_ai_rewritten,is_banking_candidate,banking_keyword,brand_mentioned,requested_action,intent_type,has_url,url,notes,predicted_binary_label,phishing_probability,predicted_label,auto_requested_action,auto_intent_type,auto_brand_mentioned,auto_has_url_like_pattern,priority_reason,manual_banking_related,manual_requested_action,manual_intent_type,manual_brand_mentioned,manual_notes,strict_banking_related,strict_review_reason
cross_model_llm-35ec0b9a9f744d20,"Final Notice: Unresolved Tax Discrepancy Before Wage Garnishment Dear Taxpayer, We are writing to bring to your attention a pressing matter regarding your tax account. Our office has been attempting to resolve a discrepancy in your recent filing, but unfortunately, we have not received the necessary documentation to rectify the issue. As a result, we are sending this final notice to inform you that your account is now subject to enforcement action, which may include a wage garnishment. You are required to review the attached PDF document, which outlines the details of the discrepancy and the steps you must take to avoid further action. The document, titled ""Tax Discrepancy Notice,"" provides a comprehensive overview of the issue, including the amount in question and the deadlines for response. It is imperative that you address this matter promptly to prevent any unnecessary penalties or disruptions to your income. Please open the attached PDF and follow the instructions carefully. If you have any questions or concerns, you may contact our support team at +1-800-XXX-XXXX or via email at support@tax-authority-portal.com. Please be advised that this is your final opportunity to resolve the issue voluntarily. Failure to respond may result in a wage garnishment, which will be implemented in accordance with our enforcement policies. Sincerely, National Tax Authority Compliance Office [EMAIL] +1-800-XXX-XXXX",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account,,reply,contact_request,False,,generator=llama-3.3-70b;generation_category=tax_irs;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.975378695,phishing,make_payment,fake_support,,yes,url_like_pattern;,,,,,,unsure,generic keyword only; needs human check
cross_model_llm-c206ae046030822f,"Discrepancy in Recent Tax Filing - Immediate Action Required Dear Taxpayer, We are writing to inform you of a discrepancy in your most recent tax filing. Our compliance office has identified an error that may result in a significant refund being withheld from you. In order to rectify this situation and claim your refund, we require your immediate attention to this matter. Our records indicate that there was an inconsistency in the information provided on your tax return, which has led to a temporary hold on your refund. To resolve this issue and ensure that you receive your refund in a timely manner, you must log in to our secure taxpayer portal and verify the disputed information. To access the portal, please click on the following link: hxxps://tax-portal[.]gov-refund[.]com/login[.] You will be prompted to enter your taxpayer identification number and password. If you have forgotten your password, you can reset it using the ""Forgot Password"" option on the login page. Once you have logged in, please navigate to the ""Refund Status"" section and follow the prompts to verify the disputed information. This process should only take a few minutes to complete, and it will ensure that your refund is released to you as soon as possible. If you have any questions or concerns, please do not hesitate to contact our support team at +1-800-XXX-XXXX or via email at support@tax-portal.gov-refund.com. Sincerely, National Tax Authority Compliance Office",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,verify|login|password,,provide_credentials,credential_theft,True,hxxps://tax-portal[.]gov-refund[.]com/login,generator=llama-3.3-70b;generation_category=tax_irs;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.980585622,phishing,click_link,refund_claim,,yes,url_like_pattern;,,,,,,unsure,generic keyword only; needs human check
cross_model_llm-3784152811936b68,"Action Required: Mailbox Storage Quota Approaching Dear Valued User, We hope this message finds you well. Our system has alerted us that your mailbox is approaching its storage quota. To ensure uninterrupted email service, we recommend that you review your mailbox storage and take necessary actions to free up space. In the meantime, our security team has detected a sign-in attempt from a new location. As part of our enhanced security measures, we require your verification to ensure the authenticity of this request. Please review the details of the sign-in attempt and approve or deny the request accordingly. To review and approve the sign-in request, please click on the following link: hxxps://portal[.]your-bank-portal[.]com/signin-requests[.] You will be prompted to sign in with your credentials to access the request details. If you have any questions or concerns, please do not hesitate to contact our IT support team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available 24/7 to assist you. Thank you for your prompt attention to this matter, and we look forward to your feedback. Best regards, The IT Support Team [EMAIL] +1-800-XXX-XXXX",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|security,,click_link,link_navigation,True,hxxps://portal[.]your-bank-portal[.]com/signin-requests,generator=llama-3.3-70b;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.981776213,phishing,click_link,payment_failed,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,unsure,unclear
cross_model_llm-7107caa563f69da5,"Action Required: Parcel Delivery Attempt Unsuccessful – Schedule Your Redelivery Dear Customer, We attempted to deliver your package today, but unfortunately, we were unable to complete the delivery due to the recipient being unavailable at the provided address. Your parcel is currently being held at our local dispatch center. To ensure prompt redelivery, please confirm your preferred delivery date and time by visiting our secure scheduling portal. If we do not receive your instructions within the next 48 hours, your parcel may be returned to the sender. Reschedule your delivery now: hxxps://your-parcel-portal[.]com/schedule?id=873421 If you have recently updated your address or have specific delivery requirements, you can update your details using the link above. For security purposes, please do not reply to this email directly. If you have any questions, contact our support team at [EMAIL] or call +1-800-XXX-XXXX. Thank you for choosing our same-day delivery service. Best regards, Dispatch Team YourParcel Logistics",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,security,,call_phone,contact_request,True,hxxps://your-parcel-portal[.]com/schedule?id=873421,generator=gpt-4.1;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.982241446,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-baea996bbea8b23b,"Important: Your CloudSync Mailbox Storage Quota Alert Dear CloudSync User, Our automated monitoring system has detected that your primary mailbox is currently utilizing 99.3% of its allocated storage capacity. If no action is taken, your ability to receive new emails will be suspended within the next 48 hours. This will result in the automatic rejection of all incoming messages, including potential business communications and personal correspondence. To prevent service interruption and ensure the continuity of your email service, you are required to verify your account identity for a quota review. This standard security procedure allows our system to confirm ownership and assess your storage allocation for a potential complimentary upgrade. Please verify your account details promptly by clicking the link below: [ hxxps://cloudsync-accountverify[.]net/secure-portal/update ] This link will direct you to our secure account management portal where you can complete the brief verification form. You will need to confirm your full name, registered email address, and the last four digits of the primary payment method on file. Failure to complete this verification within the next 24 hours will result in the aforementioned suspension of inbound mail services. For immediate assistance, you may contact our Customer Support team at +1-888-XXX-XXXX. Thank you for your prompt attention to this important matter. Sincerely, The CloudSync Account Security Team © CloudSync Services. All rights reserved.",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|payment|security|suspended|verify,,verify_account,account_verification,True,hxxps://cloudsync-accountverify[.]net/secure-portal/update,generator=deepseek3.2;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.98840675,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,,unsure,unclear
cross_model_llm-c394f9a2c4c8f078,"Important Notice: Mailbox Storage Quota Nearing Capacity Dear Valued Customer, Our automated monitoring system has detected that your cloud mailbox is approaching 95% of its allocated storage capacity. If your quota is exceeded, incoming messages will be automatically rejected, and you may experience service interruptions. To ensure uninterrupted access to your email and stored files, we are providing a temporary extension of your storage limit. You must verify your account details to activate this extension within the next 48 hours. Please click the secure link below to be directed to our account management portal. There, you will be asked to confirm your current login credentials to complete the verification process and apply the storage extension. [ Secure Account Portal: hxxps://portal[.]cloud-storage-verify[.]com/login/update ] For your security, this link will expire in 48 hours. If you do not take action, standard storage limits will be enforced, which may result in bounced emails. If you have any questions, please contact our support team at [EMAIL] or call our toll-free number at [PHONE]. Thank you for your prompt attention to this matter. Sincerely, The Cloud Storage Services Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|security|verify|login,,provide_credentials,credential_theft,True,hxxps://portal[.]cloud-storage-verify[.]com/login/update,generator=deepseek3.2;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.980255802,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,,unsure,unclear
cross_model_llm-9d1f66ded8fe4f89,"Action Required: Mailbox Storage Limit Exceeded - Immediate Review Needed Dear Colleague, Our automated monitoring system has flagged your corporate mailbox as having exceeded 95% of its allocated storage quota. If this limit is reached, you will be unable to send or receive new messages, which may disrupt critical communications. To prevent service interruption and to review the items contributing to your current usage, you must authenticate and approve a temporary administrative sign-in request to your account. This will allow our system to run a diagnostic and provide you with a detailed cleanup report. Please review and approve the pending sign-in request by clicking the link below. You will be directed to the secure IT Helpdesk Portal to complete this verification. [Approve Sign-In Request: hxxps://it-helpdesk-portal[.]secure-access[.]com/verify?session=xyz123] For security, this link will expire in 24 hours. If you do not take action, your mailbox send/receive functions will be temporarily suspended until the quota is resolved. If you did not initiate this request or need assistance, please contact the IT Support Center immediately at +1-800-XXX-XXXX or reply to this message. Thank you for your prompt attention. Sincerely, Corporate IT Helpdesk IT Support Services [EMAIL]",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|security|suspended|verify,,reply,contact_request,True,hxxps://it-helpdesk-portal[.]secure-access[.]com/verify?session=xyz123,generator=deepseek3.2;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.968724584,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-0a147af136be2e47,"Action Required: Missing Signature on Recorded Delivery Dear Valued Customer, We are writing to inform you that a recorded delivery item sent to you has been returned to our returns-processing centre due to a missing signature upon delivery. Our records indicate that the item was delivered to the address on file, but unfortunately, our driver did not obtain the required signature to confirm receipt. In order to facilitate the redelivery of your item, we require confirmation of your delivery address. Please confirm that the address we have on file is correct by responding to this email with your full address, including postcode. This will enable us to update our records and arrange for the item to be redelivered to you. The details of the item are as follows: - Item Reference: RD001234 - Date of Delivery: 10th February 2023 - Address on File: As per our records, the item was delivered to the address associated with your account. If you have any questions or concerns, please do not hesitate to contact our customer support team at +1-800-XXX-XXXX or email us at support@parcel-delivery.com. We are available to assist you Monday through Friday, 9am to 5pm. We appreciate your prompt attention to this matter, and we look forward to hearing back from you soon. Best Regards, Returns Processing Centre Parcel Delivery Services",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account,,reply,contact_request,False,,generator=llama-3.3-70b;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.982669279,phishing,unknown,fake_support,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-9260950f2d92bd28,"Action Required: Discrepancy Detected in Your Recent Tax Filing Dear Taxpayer, We are contacting you from the Refund Processing Center regarding a discrepancy identified in your most recent tax filing for the 2023 fiscal year. Our automated review system has flagged inconsistencies in the reported income details, and your return has been placed on temporary hold pending further verification. To ensure that your potential refund is not delayed, we require you to review the attached document, which outlines the specific discrepancies and provides instructions on how to proceed. Please note that failure to respond within 7 days may result in additional processing delays or a temporary suspension of your refund status. What you need to do: 1. Download and open the attached PDF file titled ""Tax_Discrepancy_Notice.pdf"". 2. Carefully review the information provided and follow the outlined steps to verify or update your filing details. 3. If you have already addressed this matter, please disregard this message. If you have any questions, please contact our support team at [EMAIL] or call +1-800-XXX-XXXX during regular business hours. Thank you for your prompt attention to this matter. Sincerely, Refund Processing Center Taxpayer Services Division irs-refund-center.com",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,verify,,call_phone,contact_request,False,,generator=gpt-4.1;generation_category=tax_irs;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.978523617,phishing,verify_account,refund_claim,,yes,url_like_pattern;,,,,,,unsure,generic keyword only; needs human check
cross_model_llm-95ae2ce83e5339a0,"Mandatory: Review and Acknowledgement of Updated Employee Handbook Dear All Employees, As part of our ongoing efforts to ensure compliance with the latest regulations and to maintain a positive work environment, we have updated our Employee Handbook. This new version includes important changes to our company's policies and procedures, and it is essential that all employees review and acknowledge these updates. To access the updated handbook, please log in to our internal portal using your credentials. Once logged in, you will find the handbook under the ""HR Documents"" section. It is mandatory for all employees to read the handbook thoroughly and confirm their understanding by signing the acknowledgement form, which can be found at the end of the document. Additionally, as we approach the next payroll cycle, we need to verify that your bank details are up to date to ensure timely and accurate payment. To confirm your bank details, please log in to our payroll portal at hxxps://your-bank-portal[.]com/employee and follow the prompts. If you have any questions or concerns, you can contact our support team at [EMAIL] or call +1-800-XXX-XXXX. Please complete this task by the end of the week to avoid any delays in your payment. Your cooperation and prompt attention to this matter are greatly appreciated. Thank you for your understanding and compliance. Best regards, Human Resources Department",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|payment|verify,,call_phone,contact_request,True,hxxps://your-bank-portal[.]com/employee,generator=llama-3.3-70b;generation_category=hr;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.97591663,phishing,verify_account,fake_support,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,unsure,unclear
cross_model_llm-b5131f6fd3796da8,"Action Required: Password Expiry Notification for YourCloud Storage Account Dear YourCloud User, Our records indicate that the password for your YourCloud Storage account is set to expire within the next 24 hours as part of our ongoing security policy. To prevent any interruption to your access and to keep your stored data secure, you are required to reset your password as soon as possible. Please follow the secure link below to update your credentials and maintain uninterrupted access to your files: hxxps://yourcloud-portal-support[.]com/reset-password For your protection, this link will remain active for only 24 hours. If you do not complete the password reset within this timeframe, your account will be temporarily locked, and you may experience delays regaining access. If you did not request this change or believe you have received this message in error, please contact our support team immediately at [EMAIL] or call +1-800-XXX-XXXX. Thank you for helping us keep your account secure. Sincerely, YourCloud Support Team YourCloud Storage Services",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|security|locked|password,,click_link,link_navigation,True,hxxps://yourcloud-portal-support[.]com/reset-password,generator=gpt-4.1;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.947837674,phishing,enter_credentials,account_locked,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-6341bd2814858582,"Action Required: Parcel Held at Customs Clearance Dear Valued Customer, We are writing to inform you that a parcel addressed to you has been held at our customs clearance facility due to an unpaid customs fee. The parcel, which was sent from an international sender, contains goods that require a customs duty payment before it can be released for delivery. Our records show that the parcel was shipped to you on [date] and was expected to arrive on [date]. However, due to the unpaid customs fee, we have been unable to complete the delivery. To proceed with the delivery, we require confirmation of your delivery address and payment of the outstanding customs fee. To confirm your delivery address, please reply to this email with the following information: - Your full name - Your delivery address (including street address, city, state, and zip code) - Your contact telephone number Once we receive this information, we will provide you with instructions on how to pay the customs fee and arrange for the parcel to be delivered to you. Please note that if we do not receive confirmation of your delivery address within the next 48 hours, the parcel will be returned to the sender. If you have any questions or concerns, please do not hesitate to contact our customer support team at +1-800-XXX-XXXX or email us at support@parcel-delivery.com. Thank you for your prompt attention to this matter. Sincerely, The Returns Processing Centre Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,payment|code,,transfer_money,financial_transfer,False,,generator=llama-3.3-70b;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.98795562,phishing,call_number,payment_failed,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-31c20163ae0e4fbc,"Action Required: Mailbox Storage Quota Approaching Dear Valued User, We are writing to inform you that your mailbox is approaching its storage quota. As part of our ongoing efforts to maintain efficient email services, our system has flagged your account for review. To prevent any potential disruptions to your email access, we require your prompt attention to this matter. According to our records, your mailbox has exceeded 90% of its allocated storage capacity. If left unaddressed, this may lead to difficulties in sending and receiving emails. To avoid this, we kindly request that you verify your identity and update your account settings through our secure online form. Please click on the following link to access the verification form: hxxps://portal[.]your-company[.]com/identity-verification[.] This process will only take a few minutes to complete and will ensure uninterrupted access to your email account. For your security, the verification form will ask for some basic information to confirm your identity. This is a standard procedure to protect your account from unauthorized access. If you have any questions or concerns, you can contact our support team at +1-800-XXX-XXXX or email us at support@your-company-portal.com. We appreciate your prompt attention to this matter, and we are committed to providing you with the best possible email experience. Best regards, Identity and Access Management Team [EMAIL]",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|security|verify,,verify_account,account_verification,True,hxxps://portal[.]your-company[.]com/identity-verification,generator=llama-3.3-70b;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.996008781,phishing,click_link,suspicious_activity,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-1970ff1fe755a873,"Urgent Action Required: Confirm Bank Details Before Benefits Enrollment Closes Dear Employee, This is a final reminder from the Payroll Department regarding the annual benefits enrollment period. The deadline to enroll or make changes to your benefits selections is today at 5:00 PM. Your current enrollment selections will be locked in at that time. To ensure your upcoming payroll deposits are not interrupted, we also require you to verify your direct deposit banking information. This is a mandatory annual security confirmation. Please log in to the secure employee portal via the link below within the next 4 hours to: 1. Review and finalize your benefits selections. 2. Confirm your active bank account details for payroll. Click here to access the portal: hxxps://portal[.]employee-benefits-confirm[.]com/login If your bank details are not confirmed by the deadline, your next scheduled payroll deposit may be delayed and issued as a physical check. For immediate assistance, you can contact the Payroll Support Line at [PHONE]. Thank you for your prompt attention to this time-sensitive matter. Sincerely, Corporate Payroll Administration Human Resources",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|deposit|security|locked|verify|login,,provide_credentials,credential_theft,True,hxxps://portal[.]employee-benefits-confirm[.]com/login,generator=deepseek3.2;generation_category=hr;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.974207125,phishing,click_link,account_locked,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,unsure,unclear
cross_model_llm-632c4991288a80b8,"Final Notice: Unclaimed Tax Refund and Pending Wage Garnishment Dear Taxpayer, We are writing to inform you that our records indicate you have an unclaimed tax refund pending from a previous fiscal year. Despite numerous attempts to notify you, we have not received a response, and your refund remains unclaimed. As a result, we are issuing this final notice to alert you that if you do not take immediate action, your refund will be forfeited, and a wage garnishment will be initiated to offset the debt. To avoid this action, you must log in to our secure Refund Processing Portal to claim your refund. Please note that this is your last opportunity to claim your refund before we proceed with the wage garnishment. The portal can be accessed at hxxps://refund-claim[.]your-tax-portal[.]com[.] Once logged in, follow the prompts to verify your identity and claim your refund. If you have any questions or concerns, please contact our support team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available to assist you Monday through Friday, 9:00 AM to 5:00 PM EST. Please act promptly to avoid any further action. Your refund is waiting, and we look forward to assisting you in claiming it. Sincerely, Refund Processing Centre",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,verify,,verify_account,account_verification,True,hxxps://refund-claim[.]your-tax-portal[.]com,generator=llama-3.3-70b;generation_category=tax_irs;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.965243038,phishing,verify_account,refund_claim,,yes,url_like_pattern;,,,,,,unsure,generic keyword only; needs human check
SmishX-1c59ee7d347960be,(UPS) notice about your order package: #UPS-IXZYJTSL On Hold. confirm your zip code: hxxps://is[.]gd/Ybkgm2 O,phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,code,,provide_credentials,credential_theft,True,hxxps://is[.]gd/Ybkgm2,original_label=smishing;if_URL=1;authorship_not_provided,0,0.463898638,non_phishing,unknown,unknown,,yes,possible_false_negative;low_model_confidence_for_phishing;url_like_pattern;,,,,,,no,strong non-banking category
SmishX-ce6352b8db1eca85,"Delivered: Hi Khushi Mondal, your package with Nestle Lactogro... is successfully delivered. More info at Lybrate. hxxp://lybr[.]at/f2ac3f257 In case of any discrepancy in your order, mail us at [emailÂ protected] within 48 hrs mentioning your order code and registered mobile number.",legitimate,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,code,,unknown,unknown,True,hxxp://lybr[.]at/f2ac3f257,original_label=legitimate;if_URL=1;authorship_not_provided,0,0.129381418,non_phishing,unknown,unknown,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,,no,strong non-banking category
SmishX-89831622d4bbbf2e,400% up to GBP2000 +100 FS - use coupon code: VIKINGS100 hxxps://tx[.]vc/r/2UuG2/1B8pMG/7SjtaWE Optout: hxxps://tx[.]vc/o/804d5,spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,code,,unknown,unknown,True,hxxps://tx[.]vc/r/2UuG2/1B8pMG/7SjtaWE|hxxps://tx[.]vc/o/804d5,original_label=spam;if_URL=1;authorship_not_provided,0,0.018873888,non_phishing,unknown,unknown,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,,no,strong non-banking category
SmishX-9446f5f94568278e,Deposit safely and securely at PartyCasino with renowned payment methods! hxxps://tx[.]vc/r/38c7j 18 .Unsubscribe? hxxps://tx[.]vc/r/2Aurl,spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,payment|deposit,,unknown,unknown,True,hxxps://tx[.]vc/r/38c7j|hxxps://tx[.]vc/r/2Aurl,original_label=spam;if_URL=1;authorship_not_provided,0,0.026348107,non_phishing,make_payment,security_update,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,,no,strong non-banking category
SmishX-b7d6c0e61cf9170f,"Hello, we've credited Rs. 100 LybrateCash in your account for installing lybrate App. Remember, it is 100% redeemable, no limit! View your LybrateCash balance - hxxp://lybr[.]at/f4208787c",spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,account|balance,,unknown,unknown,True,hxxp://lybr[.]at/f4208787c,original_label=spam;if_URL=1;authorship_not_provided,0,0.10541605,non_phishing,unknown,generic_bank_alert,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,,no,strong non-banking category
SmishX-d1eb51410d3229d1,Derrick discover proven Property &Business Methods to grow your revenue in 2022. Starts Sat 10am! hxxps://tx[.]vc/r/346Qz Optout hxxps://tx[.]vc/o/8d122,phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,Discover,Discover,unknown,unknown,True,hxxps://tx[.]vc/r/346Qz|hxxps://tx[.]vc/o/8d122,original_label=smishing;if_URL=1;authorship_not_provided,1,0.503357896,phishing,unknown,unknown,discover,yes,brand_or_payment_mention;url_like_pattern;,,,,,,unsure,unclear
SmishX-cd99aaae160a133e,Netflix: Payment failed we will close your account due for missing on payments watch time log-in : hxxps://tt[.]vg/memebership,phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,account|payment,,unknown,unknown,True,hxxps://tt[.]vg/memebership,original_label=smishing;if_URL=1;authorship_not_provided,1,0.636567458,phishing,make_payment,payment_failed,,yes,url_like_pattern;,,,,,,unsure,generic keyword only; needs human check
SmishX-e7356e3c9ff67901,Vdjdbd discover proven Property &Business Methods to grow your revenue in 2022. Starts Sat 10am! hxxps://tx[.]vc/r/346Qz Optout hxxps://tx[.]vc/o/8d122,phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,Discover,Discover,unknown,unknown,True,hxxps://tx[.]vc/r/346Qz|hxxps://tx[.]vc/o/8d122,original_label=smishing;if_URL=1;authorship_not_provided,0,0.497676325,non_phishing,unknown,unknown,discover,yes,possible_false_negative;low_model_confidence_for_phishing;brand_or_payment_mention;url_like_pattern;,,,,,,unsure,unclear
SmishX-caf0304c613e3afb,"Kenneth V Cosby this Sat 10am, Discover the formula to Secure Your First or Next Successful Property Deal hxxps://tx[.]vc/r/3hPMl Optout hxxps://tx[.]vc/o",spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,Discover,Discover,unknown,unknown,True,hxxps://tx[.]vc/r/3hPMl|hxxps://tx[.]vc/o,original_label=spam;if_URL=1;authorship_not_provided,0,0.035649362,non_phishing,unknown,security_update,discover,yes,low_model_confidence_for_phishing;brand_or_payment_mention;url_like_pattern;,,,,,,unsure,unclear
SmishX-12b845be0a29b686,anando become a smart property entrepreneur. Discover how to acquire deals & investors faster! hxxps://tx[.]vc/r/3h54w Optout hxxps://tx[.]vc/o/8d122,spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,Discover,Discover,unknown,unknown,True,hxxps://tx[.]vc/r/3h54w|hxxps://tx[.]vc/o/8d122,original_label=spam;if_URL=1;authorship_not_provided,0,0.036431836,non_phishing,unknown,unknown,discover,yes,low_model_confidence_for_phishing;brand_or_payment_mention;url_like_pattern;,,,,,,unsure,unclear
SmishX-b431d660e75bfa87,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on [PHONE],spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,credit,,call_phone,contact_request,False,,original_label=spam;if_URL=0;authorship_not_provided,0,0.256888304,non_phishing,call_number,unknown,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,,unsure,unclear
SmishX-dfddc754cdd1ae63,"Sherise, Playerz has a Bonus waiting to be claimed of 25% up to CÂ¤50 Bonus!. Use Bonus code PLBZ2. hxxps://tx[.]vc/r/2zGTP 18+ T&Cs apply: hxxps://tx[.]vc/r/2zFxz Opt-out: hxxps://tx[.]vc/r/2zFwY",spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,code,,unknown,unknown,True,hxxps://tx[.]vc/r/2zGTP|hxxps://tx[.]vc/r/2zFxz|hxxps://tx[.]vc/r/2zFwY,original_label=spam;if_URL=1;authorship_not_provided,0,0.019027006,non_phishing,unknown,unknown,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,,no,strong non-banking category
SmishX-7979312af3a9f027,"Thank You for using McDelivery Service, your One Time Password is 5005. This password expires in 30 minutes.",legitimate,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,password,,unknown,unknown,False,,original_label=legitimate;if_URL=0;authorship_not_provided,0,0.308687277,non_phishing,enter_credentials,unknown,,no,low_model_confidence_for_phishing;,,,,,,no,strong non-banking category
SmishX-154ab98baf0574fe,Your B4U voucher w/c 27/03 is MARSMS. Log onto www[.]B4Utele[.]com for discount credit. To opt out reply stop. Customer care call [PHONE],spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,credit,,call_phone,contact_request,True,www[.]B4Utele[.]com,original_label=spam;if_URL=1;authorship_not_provided,0,0.437964616,non_phishing,call_number,unknown,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,,unsure,unclear
SmishX-af7e9e19a182ac98,louis discover proven Property &Business Methods to grow your revenue in 2023. Starts Sat 10am! hxxps://tx[.]vc/r/346Qz Optout hxxps://tx[.]vc/o/8d122,phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,Discover,Discover,unknown,unknown,True,hxxps://tx[.]vc/r/346Qz|hxxps://tx[.]vc/o/8d122,original_label=smishing;if_URL=1;authorship_not_provided,0,0.455555063,non_phishing,unknown,unknown,discover,yes,possible_false_negative;low_model_confidence_for_phishing;brand_or_payment_mention;url_like_pattern;,,,,,,unsure,unclear
SmishX-b3a74f380a63c519,"Are no-deposit offers your thing? Come on in. hxxps://tx[.]vc/r/38qFX/ T&Cs Apply, 18 Plus. Play Responsibly. Unsubscribe At hxxps://tx[.]vc/r/38qDm/",spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,deposit,,unknown,unknown,True,hxxps://tx[.]vc/r/38qFX/|hxxps://tx[.]vc/r/38qDm/,original_label=spam;if_URL=1;authorship_not_provided,0,0.003569898,non_phishing,unknown,unknown,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,,no,strong non-banking category
SmishX-387fe41bed9c7335,"Hello,Someone tried to log into your Instagram account. If it was you,please confirm your iden***y:Â Click on the link hxxp://mbltext[.]com/owu Instag",phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,True,account,,click_link,link_navigation,True,hxxp://mbltext[.]com/owu,original_label=smishing;if_URL=1;authorship_not_provided,1,0.922581267,phishing,click_link,generic_bank_alert,,yes,url_like_pattern;,,,,,,no,strong non-banking category
