id,text,label,channel,source_dataset,source_type,is_human_written,is_ai_generated,is_ai_rewritten,is_banking_candidate,banking_keyword,brand_mentioned,requested_action,intent_type,has_url,url,notes,predicted_binary_label,phishing_probability,predicted_label,auto_requested_action,auto_intent_type,auto_brand_mentioned,auto_has_url_like_pattern,priority_reason,manual_banking_related,manual_requested_action,manual_intent_type,manual_brand_mentioned,manual_notes,strict_banking_related,strict_review_reason,label_norm
cross_model_human-8fed39e8a84580d3,"From Susan and Williams/Appeal for Assistance. >From Susan and Williams/Appeal for Assistance.EMAIL:[EMAIL],We are WILLIAMS and SUSAN NELSON from SIERRA LEONE. We are writing you from Rep of Cote d'Ivoire where we have been taking refuge after the brutal warand murder of our parents by the rebels during the renewed fighting in ourcountry.Because of the war our late Father sold his shipping company and took us to a nearby country Cote d'Ivoire to make a deposit of one of the Bank herewhich is sum of US $ 10,300 million in Abidjan the capital city of Coted'Ivoire.Due to the current political situation in Ivory Coast we are seeking for your assistance to transfer this Money and also relocate to your country tofurther our study and we are willing to offer you 15% of the total sum foryour help. Please, kindly call us on this Number [PHONE] for more discussion or Contact us through your email to this our email([EMAIL]) for more details.Best RegardsSusan and Williams _________________________________________________________________ Besoin d'un e-mail ? Créez gratuitement un compte Windows Live Hotmail et gagnez du temps avec l'interface à la Outlook ! hxxp://www[.]windowslive[.]fr/hotmail/default[.]asp",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|transfer|deposit,,transfer_money,financial_transfer,True,hxxp://www[.]windowslive[.]fr/hotmail/default[.]asp,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.923912534,phishing,call_number,invoice_or_payment,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-d603df4dc6ff50a1,"SOLICITATION Attn:The President/CEO I crave your indulgence as I contact you in such a surprising manner. But I respectfully insist you read this letter carefully as I am optimistic it will open doors for unimaginable financial reward for both of us. This business transaction might not fall within the wide spectrum of your business activities, but I plead your assistance, as your flair for profitable business is needed. Permit me to introduce myself,I am Dr Blessed Ogbe the Banking officer to Engr.Johnson Creek who was a major contractor to oil companies,.On the 21st of April 2000,my lient, his wife and their three children were involved in a car accident along Sagamu / Lagos Express Road. Unfortunately they All lost their lives in the event of the accident. Since then I have made several enquiries to your Embassy to locate any of my clients extended relatives, this has also proved unsuccessful. After these several unsuccessful attempts, I decided to trace his relatives over the Internet to locate any member of his family but of no avail, hence I contacted you.I contacted you to assist in repartrating the money and property left behind by my client before they get confiscated or declared unserviceable by the bank where this huge deposits were lodged. Particularly,the Bank where the deceased had an account valued at about US$15.2M (Fifteen Million Two Hundred Thousand United Stated Dollars). Conseqently, the bank issued me a notice to provide the next of kin or have the account confiscated. Since I have been unsuccesfull in locating the the relatives for over 2 years now. I seek your consent to present you as the next of kin of the deceased since you are from the same country so that the proceeds of this account valued at US$15.2million can be paid to you and then you and me can share the money. 60% to me and 40% to you. I have all necessary legal documents that can be used to back up any claim we may make. All I require is your honest co-operation to enable us see this deal through. I guarantee that this will be executed under a legitimate arrangement that will protect you from any breach of the law. Kindly email your following confidential information to me urgently to enable us proceed: a.Your complete names b.Your private telephone number c.Your private fax number d.Your private email address Please direct your reply to my confidential email:[EMAIL] or through the below fax.You can also reach me through my private telephone number stated below for any enquiries. Upon the receipt of your information,I will advise you on the modalities of the transaction.We have concluded details on how to achieve success. Yours Faithfully, Dr.Blessed Ogbe Position: Operation Director, Pacific International Bank Plc, 40,Marina Rd,Lagos,Nigeria. Tel: [PHONE] Fax:[PHONE] Freeserve AnyTime - HALF PRICE for the first 3 months - Save £7.50 a month www[.]freeserve[.]com/anytime",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|transaction,,reply,contact_request,True,www[.]freeserve[.]com/anytime,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.969372391,phishing,call_number,invoice_or_payment,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-35031f821af83f65,"Your Progressive Quote Your Progressive Quote [IMAGE]=09 [IMAGE] BUY your policy online! PROGRESSIVE.COM [IMAGE] Thank you for completing a Progressive quote. Your quote will be saved for= the next 60 days. When you're ready you can buy your policy online or ca= ll [PHONE] to start your coverage immediately. [IMAGE] Your 6 Mon= th Progressive quote is: [IMAGE] If paid in full: $1,222.50 [IMA= GE] Or by installment: $1,363.50 [IMAGE] With the following payment options: Quote [PHONE] [IMAGE] Name: campbell [IMAGE] Zip= Code: 77031 3 Payments Down payment: $[PHONE] payments: $400.= 90 6 Payments-EFT Required Down payment: $[PHONE] payments: $212.= 08 Note: Payments include an installment fee that can vary by payment m= ethod. In most payment options, you can reduce your installment fee by us= ing our Electronic Funds Transfer feature, which deducts installment paymen= ts directly from your checking account. [IMAGE] 2 EASY WAYS TO BUY! [IMAGE] 1. Online Click Here to retrieve your quote and purchase your= policy or modify your quote information. [IMAGE] [IMAGE] 2. Call to= ll free 1-877-PROG-COM sm ([PHONE] hours a day, 7 days a week, to speak with an auto insurance counselor. [IMAGE] Did You K= now That Progressive... [IMAGE] Is the 4th largest auto insurer in th= e U.S., insuring drivers since 1937. Has a fleet of Immediate Response cla= ims vehicles that come to you to settle your claim fast. Is accessible t= oll free, 24 hours, 7 days a week. Lets you view and update your policy i= nformation online anytime with Personal Progressive View our Personal Progressive demo Is the #1 insurer of motorcycles and a leading insure= r of ATV's, RV's, boats, and personal watercraft. Enjoy the convenience o= f insuring all your vehicles through Progressive Is sold by more than 30= ,000 independent agents across the country? Click here to locate a Progres= sive authorized agent in your area. [IMAGE] [IMAGE] Coverage Informat= ion Drivers: Status: Larry campbell Yes Coverage Selections B= odily Injury and Property Damage Liability coverage: $25,000 person/$50,00= 0 accident/$25,000 property damage Uninsured/Underinsured Motorist Bodi= ly Injury (UM/UIM) coverage: $25,000 person/$50,000 accident Uninsured/Un= derinsured Motorists Property Damage (UM/UIMPD) coverage: No coverage M= edical Payments coverage: No coverage Personal Injury Protection (PIP) coverage: No coverage Uninsured/Underinsured Motorists Propert= y Damage (UM/UIMPD) coverage: No coverage Comprehensive coverage: $500= Deductible Collision coverage: $500 Deductible Rental Reimbursement cov= erage: No coverage Towing and Labor coverage: No coverage Custom Pa= rts and Equipment coverage: 0 Click here to view Progressive's privacy policy [IMAGE] =09[IMAGE]=09",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,account|payment|transfer|code,,call_phone,contact_request,False,,upstream_source=enron_data_fraud_labeled;package_authorship=human;all_rows_phishing,1,0.813246553,phishing,click_link,payment_failed,"chase, boa",yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-a5f30c1db2d8f43c,"which stimulates more nerve endings, resulting in a more pleasurable experience for both you and your partner. You will be absolutely amazed when you see your penis gradually becoming LARGER and LARGER, right before your eyes! NOTHING compares to the feeling of having a larger penis. Yes! It is safer then placing an order over the phone or even buying anything at retail stores. We don't save your credit card information and can't even view it. All data is transmitted through a secure server by our credit card processor.hxxp://bpzlin[.]comMegaDik will work on both circumcised and non circumcised penis.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,card|credit,,call_phone,contact_request,True,hxxp://bpzlin[.]comMegaDik,upstream_source=TREC-07;package_authorship=human;all_rows_phishing,1,0.79577674,phishing,call_number,payment_failed,,yes,url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-e2b283dd83b404d7,"Paul Williams -- williams2002.com -- Candidate for Congress, 9th district Paul Williams williams2002.com Candidate for Congress, 9th district Introducing williams2002.com The official website for Paul Williams Campaign Paul Williams is the Republican candidate for Congress in the 9th congressional district of Texas, which includes Harris, Galveston, Jefferson, and Chambers Counties. please visit the website to learn more about Paul Williams and his position on the issues. please visit the website to make a contribution to Paul's campaign either by credit card, check or money order.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,card|credit,,click_link,link_navigation,False,,upstream_source=enron_data_fraud_labeled;package_authorship=human;all_rows_phishing,1,0.67871115,phishing,click_link,card_suspended,,yes,url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-ed2f0bc7e6e4e0e8,"New Message From Chase Online(SM) Note: This is a service message with information related to your Chase account(s). It may include specific details about transactions, products or online services. If you recently cancelled your account, please disregard this message. Dear Chase OnlineSM Customer: Chase OnlineSM Account Verification. Reason:Upgrade failure. Our online services was recently upgraded to add our new security features and for a better user friendly online experience.However a full upgrade of your account was not successful due to various technical issues.An important manual verification by you is hereby urgently required to complete the process and keep your account protected. To complete the verification process click on Chase OnlineSM. Once you have completed the process the page will automatically take you back to the login page which shows your account has been verified and upgraded. The information provided is encrypted and loaded directly to our secure servers. Please ensure information provided is accurate including email synchronization. Thank you Online Services Team JPMorgan Chase Bank, N.A. Member FDIC ©2016 JPMorgan Chase & Co. Your personal information is protected by advanced online technology. For more detailed information, view our Online Privacy Policy. To request in writing: Chase Privacy Operations, 451 Florida Street, Fourth Floor, LA2-9376, Baton Rouge, LA 70801 Note: This is a service message with information related to your Chase account(s). It may include specific details about transactions, products or online services. If you recently cancelled your account, please disregard this message. Dear Chase OnlineSM Customer: Chase OnlineSM Account Verification. Reason:Upgrade failure. Our online services was recently upgraded to add our new security features and for a better user friendly online experience.However a full upgrade of your account was not successful due to various technical issues.An important manual verification by you is hereby urgently required to complete the process and keep your account protected. To complete the verification process click on Chase OnlineSM. Once you have completed the process the page will automatically take you back to the login page which shows your account has been verified and upgraded. The information provided is encrypted and loaded directly to our secure servers. Please ensure information provided is accurate including email synchronization. Thank you Online Services Team JPMorgan Chase Bank, N.A. Member FDIC ©2016 JPMorgan Chase & Co. Your personal information is protected by advanced online technology. For more detailed information, view our Online Privacy Policy. To request in writing: Chase Privacy Operations, 451 Florida Street, Fourth Floor, LA2-9376, Baton Rouge, LA 70801",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|security|login|Chase,Chase,unknown,unknown,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.949132665,phishing,click_link,security_update,"chase, bank",no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-95a73476cf80bf3c,"Matter Of Assistance From:Mr.UGOCHUKWU WILLIAM. URGENT REQUEST FOR ASSISTANCE Tel: [PHONE]. Private e-mail:([EMAIL]) Dear sir, This letter might surprises you because we have met neither in person nor by correspondence.But I believe it is one day that you got to know somebody either physical or through correspondence,I got your contact through the web-site when I was searching for a reliable trusth-worthy foreign partner to work with. However I am the son of Ex-Minister of Finance Mr.Ugochukwu, a formal Minister of Finance during Late President Laurent Kabila of Democratic Republic of Congo. Infact, I left my country because it was no longer save for me. My father is now in detention awaiting trial because of his involvement againt the government of President Joseph Kabila, who is presently the president of my country. My father called my attention and informed me that he lodged some funds on a Trunk Box with a security firm with an open beneficiary status.I am making thi! s ! contact to you in respect of($8,000,000 U.S.D) Eight million Dollars,in cash as well,hoping you will respond to my call to assist me in investing this cash. Upon my conviction of your capability to assist, hence we shall go into partnership deal. I have decided to move these funds to your country for investment in a lucrative venture, which you shall advise. I hereby guarantee you that this is not drug money and it is not money from arms deal or government money. This money was map out by my father with his colleague for the next coming presidential election in my country before his on timely death.Though you have to maintain high degree of confidentiality on this matter. Moreover, it is risk free in the sense that I have taken proper care of all formalities regarding this transaction for your assistance and co-operation, I and my family have decided to give you 25% of the total sum involved,5% for expenses,which may arise during the transaction,like tic ket fair,fax and phone bills inclusive. The balance of 70% you will invest and manage for my family.I hope you will understand the circumstances surrounding the above decision. Items on the things I want; Banking part of the money in offshore account for me. Getting resident papers. Buying shares for me from companies. Please give me a call as soon as you receive this letter to expedite actions in taking the money out from where my father deposited it for safe keeping. Best regards, UGOCHUKWU WILLIAM.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,account|transaction|balance|security,,call_phone,contact_request,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.964166998,phishing,call_number,security_update,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-134aa46ee3f1baf6,"From Dr Ndeye FROM THE DESK OF DR.MOHAMED NDEYE AUDITOR, FEDERAL MINISTRY OF HEALTH AND SOCIAL SERVICES, DAKAR SENEGAL. DEAR FRIEND. LETTER FOR URGENT ASSISTANCE ON FUND TRANSFER First,i must solicit your strictest confidence in this transaction.This by viture of its nature as being utterly confidential and TOP SECRET. I got your contact in our search for a foriegn partner who has the ability and reliability to prosecute a transaction of great magnitude involving a pending business transaction requiring maximum confidence. We are top officials of the Federal Ministry of Health and social services Dakar Senegal, We are intrested in ivestments in your country with funds which are presently trapped here Senegal in other to commence this business we solicit your assistance to enable us transfer into your account the said trapped funds. The source of this fund is as follows: During our last year Auditing, we find out that some government officials set up companies and awarded themselves contracts which were grossly over invoiced in various Ministries, We also identified a lot of inflated contracts funds which are presently Deposited in a BANK here in Dakar However,by virture of our position as civil servants and members of the panel ,we cannot acquire this money in our name.I have therefore ,been delegated as a matter of trust by my colleagues of the panel to look for an overseas patner into whose account we would transfer the total sum of USD$25,500,000.00 [TWENTY FIVE MILLION,FIVE HUNDRED THOUSAND UNITED STATES DOLLARS]. Hence we are writting you this letter.We agreed to share the money thus: [1] 20% FOR THE ACCOUNT OWNER [YOU] [2] 80% FOR US [THEOFFICALS] It is from the 80% that we wish to commense investments in your country as you will also stand as our foriegn agent over there.Please note that this transaction is 100% safe and we hope to commense the transaction latest seven[7]days from the date of the receipt of the following information bellow. [A] COMPANYS NAME BENEFICIARY OF ACCOUNT. [B] YOUR PERSONAL TELEPHONE NUMBER AND FAX NUMBERS. [C] BANK ACCOUNT/SORT/ABA/ROUTING NUMBERS WHICH THE FUND WILL BE TRANSFERED TO . [D]YOUR BANK ADDRESS,TELEPHONE NUMBERS/FAX NUMBERS. The above information will enable us commense the transfer of this funds into your account in your country without delay and also to open an account in your name. We are looking forward to doing this business with you and solict your confidentiality in this transaction. Please acknowledge the receipt of this letter using the above email address,I will bring you into the complete picture of this pending project when i hear from you. With Kind regards, DR.MOHAMED NDEYE",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|transaction|transfer,,transfer_money,financial_transfer,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.964583743,phishing,call_number,invoice_or_payment,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,financial credential/payment details requested,phishing
cross_model_human-023a95398093955f,"American Express: New Message, Please read 8ubxhQCcP Dear Member, You have an urget message regarding your card services visit our secure server below to read. hxxp://profkon[.]co[.]za//www[.]americanexpress[.]com/3etpw3zplQhqbcVmYpFZnptxvog1MEMETKRzkhtizwYymz8NKwfxSZrUYWVwhx2o2SwKM5Qba2h98HkXoGT2bKRMKTl4IutHA79OtUNMF0CcRGRXpmxBZdrc2frIutCubhPuRGxnR3IOyEB8Rm2zj9kLHxKCqF7PIxlr5rihN9L9Y6qV2wLGSbAVRzq3vtjyTuqN0oem28qGVKAJDC407pT4bFGsTNyCexyoIg6iDfRrdzoess5Q7gWwf4WKKmgBbp3i99p8NDuhKiI49avvt8UxIajpqmaSLXgrj0xcr6CIQh4aTIh6rEyxum8UubKzBS5CE22hgSLqKjQfVHCoU5vfhR74u6OFgI6urBztgFaGvCaDD8s2DvjpbDD7jfC5g5EMqP8bRGE9d1ebnpn0Xz96KX4pp Note: Failure to take action will result to termination of your card services. Thanks you. American Express Team. 3etpw3zplQhqbcVmYpFZnptxvog1MEMETKRzkhtizwYymz8NKwfxSZrUYWVwhx2o2SwKM5Qba2h98HkXoGT2bKRMKTl4IutHA79OtUNMF0CcRGRXpmxBZdrc2frIutCubhPuRGxnR3IOyEB8Rm2zj9kLHxKCqF7PIxlr5rihN9L9Y6qV2wLGSbAVRzq3vtjyTuqN0oem28qGVKAJDC407pT4bFGsTNyCexyoIg6iDfRrdzoess5Q7gWwf4WKKmgBbp3i99p8NDuhKiI49avvt8UxIajpqmaSLXgrj0xcr6CIQh4aTIh6rEyxum8UubKzBS5CE22hgSLqKjQfVHCoU5vfhR74u6OFgI6urBztgFaGvCaDD8s2DvjpbDD7jfC5g5EMqP8bRGE9d1ebnpn0Xz96KX4pp",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,card|American Express,American Express,unknown,unknown,True,hxxp://profkon[.]co[.]za//www[.]americanexpress[.]com/3etpw3zplQhqbcVmYpFZnptxvog1MEMETKRzkhtizwYymz8NKwfxSZrUYWVwhx2o2SwKM5Qba2h98HkXoGT2bKRMKTl4IutHA79OtUNMF0CcRGRXpmxBZdrc2frIutCubhPuRGxnR3IOyEB8Rm2zj9kLHxKCqF7PIxlr5rihN9L9Y6qV2wLGSbAVRzq3vtjyTuqN0oem28qGVKAJDC407pT4bFGsTNyCexyoIg6iDfRrdzoess5Q7gWwf4WKKmgBbp3i99p8NDuhKiI49avvt8UxIajpqmaSLXgrj0xcr6CIQh4aTIh6rEyxum8UubKzBS5CE22hgSLqKjQfVHCoU5vfhR74u6OFgI6urBztgFaGvCaDD8s2DvjpbDD7jfC5g5EMqP8bRGE9d1ebnpn0Xz96KX4pp,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.861734624,phishing,click_link,security_update,american express,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-03d6874adac71aa6,"Action Required: Password Expiry Notice - Immediate Update Needed Dear User, Our records indicate that your account password is set to expire within the next 24 hours. As part of YourBank’s ongoing commitment to protecting your information, we require all users to install the latest security update before resetting their passwords. To ensure uninterrupted access to your account and compliance with our security policies, please follow the steps below: 1. Click the link below to download the mandatory security update: hxxps://your-bank-portal[.]com/security-update 2. After installation, you will be prompted to reset your password. Failure to complete this process within the specified timeframe may result in temporary suspension of your account. If you experience any issues, please contact our IT Support team at [EMAIL] or call +1-800-XXX-XXXX. Thank you for your cooperation in keeping your account secure. Best regards, Identity & Access Management Team YourBank",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|security|password,,click_link,link_navigation,True,hxxps://your-bank-portal[.]com/security-update,generator=gpt-4.1;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.989090449,phishing,click_link,security_update,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-895c16ca5dd74b87,"Urgent: Security Incident - Immediate Action Required Dear Valued User, We are writing to inform you of a recent security incident that may have compromised your account security. Our monitoring systems have detected unusual activity on our network, and as a precautionary measure, we are requiring all users to rotate their passwords immediately. To ensure the security of your account, we have initiated a mandatory password reset process. However, before you can access your account again, we need you to review and approve a pending sign-in request. This is a standard security protocol to verify your identity and prevent any potential unauthorized access. To approve the sign-in request, please click on the following link: hxxps://your-bank-portal[.]com/signin-request[.] You will be prompted to review the request details and confirm your identity. This process should only take a few minutes to complete. If you have any questions or concerns, please do not hesitate to contact our IT support team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available 24/7 to assist you. Please note that this is a time-sensitive matter, and we urge you to take immediate action to protect your account. Your prompt attention to this matter is greatly appreciated. Thank you for your cooperation and understanding. Best regards, The IT Support Team [EMAIL] +1-800-XXX-XXXX",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|security|verify|password,,verify_account,account_verification,True,hxxps://your-bank-portal[.]com/signin-request,generator=llama-3.3-70b;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.993218323,phishing,click_link,suspicious_activity,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-c3c476f1cc9e6be3,"Urgent: Unusual Login Attempt Detected on Your Credit Card Account Dear Valued Customer, We are contacting you from the Risk Control Unit at YourBank regarding a potential security issue with your credit card account. Our automated systems detected an unusual login attempt to your online account from a foreign location (IP address: 178.24.XXX.XXX) at 02:17 AM UTC today. As part of our ongoing commitment to protecting your financial information, we have temporarily restricted access to your online portal until we can verify the activity. To ensure your account remains secure, we kindly ask you to reply to this email with the last four digits of your credit card so we can authenticate your identity and assist you further. If you recognize this login attempt, please let us know as soon as possible. If not, your prompt response will allow us to restore your account access and investigate any unauthorized activity. For your privacy, please do not include your full card number or any sensitive information beyond the last four digits. If you prefer, you may also contact our Risk Control team directly at [EMAIL] or call us at +1-800-XXX-XXXX. Thank you for your attention to this important matter. We apologize for any inconvenience and appreciate your cooperation in keeping your account secure. Sincerely, YourBank Risk Control Unit",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|card|credit|security|verify|login,,verify_account,account_verification,False,,generator=gpt-4.1;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.982650954,phishing,verify_account,account_locked,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-71988865c2816d4e,"Urgent: Temporary Account Suspension – Action Required Dear Valued Client, I am reaching out from YourBank’s Wealth Management division regarding an important issue affecting your account. Our security monitoring team has detected unusual activity associated with your profile, and as a precautionary measure, your account access has been temporarily suspended until we can verify recent transactions. For your protection and to minimize any disruption to your financial services, we require your assistance in confirming your identity. Please reply directly to this email with the last four digits of your debit or credit card linked to your YourBank account. This information will allow us to promptly validate your identity and restore access to your account. If we do not hear from you within 24 hours, your account may remain inaccessible, and certain scheduled transactions could be delayed. We understand the inconvenience this may cause and are committed to resolving the matter as quickly as possible. Should you have any questions or require immediate assistance, please contact our team at [EMAIL] or call us at +1-800-XXX-XXXX. Thank you for your prompt attention to this matter. Sincerely, Alex R. Senior Wealth Advisor YourBank Wealth Management [EMAIL]",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|card|credit|debit|security|suspended|verify,,verify_account,account_verification,False,,generator=gpt-4.1;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.980879468,phishing,verify_account,suspicious_activity,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-c1bcf961289bdfd5,"Unusual Activity on Your Account: Immediate Action Required Dear Valued Customer, We are writing to inform you of a potential security issue with your credit card account. Our risk-control unit has detected an unusual login attempt from a foreign country, which may indicate that your account has been compromised. The login attempt was made from an IP address located in Eastern Europe, and our systems were unable to verify the authenticity of the login request. As a precautionary measure, we are requesting that you verify your account information to ensure that no unauthorized transactions have been made. To confirm your identity and secure your account, please reply to this email with the last four digits of your credit card number. This will enable us to verify your account and take necessary steps to prevent any potential fraud. Please be assured that we are taking all necessary measures to protect your account and prevent any further unauthorized access. If you have any questions or concerns, you can contact our customer support team at [EMAIL] or call us toll-free at +1-800-XXX-XXXX. We appreciate your prompt attention to this matter, and we are committed to ensuring the security and integrity of your account. Sincerely, The Risk-Control Unit YourBank",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|card|credit|fraud|security|verify|login,,verify_account,account_verification,False,,generator=llama-3.3-70b;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.989690314,phishing,verify_account,suspicious_activity,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-fc86c4db501cfc02,"Urgent: Security Incident - Immediate Password Rotation Required Dear Valued User, We are writing to inform you of a recent security incident that has prompted us to take immediate action to protect your account and our systems. Our monitoring systems have detected unusual activity that may indicate a potential breach of your login credentials. As a precautionary measure, we require all affected users to rotate their passwords and review recent sign-in activity. To ensure the security of your account, we have initiated a mandatory password reset process. However, before you can access your account again, you must review and approve a pending sign-in request. This request was flagged by our system due to its unusual nature, and we need your confirmation to verify its legitimacy. Please click on the following link to review the sign-in request: hxxps://your-bank-portal[.]com/signin-review[.] You will be asked to log in with your current credentials, and then you will be prompted to reset your password and approve or deny the sign-in request. If you have any questions or concerns, please do not hesitate to contact our IT support team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available 24/7 to assist you. Thank you for your prompt attention to this matter, and we apologize for any inconvenience this may cause. Sincerely, The IT Support Team YourBank IT Department",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|security|verify|login|password,,click_link,link_navigation,True,hxxps://your-bank-portal[.]com/signin-review,generator=llama-3.3-70b;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.982199438,phishing,click_link,suspicious_activity,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-968ce8812c1280b6,"Urgent Security Notice: Unusual Login Activity Detected Dear Valued Customer, Our fraud prevention team has identified a suspicious login attempt on your YourBank online banking account. The attempt originated from a device in Singapore today at approximately 3:47 AM (GMT-5). This activity is inconsistent with your typical account access patterns. To protect your account from unauthorized access, we have placed a temporary security hold. You must verify this activity to restore full account access and ensure your funds remain secure. Please review the attached document, ""Security_Verification_Form.pdf"", for detailed instructions on how to confirm your recent account activity and remove the security hold. This is a time-sensitive matter; failure to complete verification within the next 24 hours may result in prolonged account restrictions. For immediate assistance, you may also contact our Security Department at +1-800-XXX-XXXX. Please have your account number ready for verification. Thank you for your prompt attention to this critical security alert. Sincerely, The YourBank Fraud Prevention Team Online Security Division [EMAIL]",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|fraud|security|suspicious|verify|login,,verify_account,account_verification,False,,generator=deepseek3.2;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.982647583,phishing,verify_account,suspicious_activity,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-1ce3cd1e707a688a,"Action Required: Additional Verification for Your Tax Refund Dear Taxpayer, Our records indicate that your recent tax refund payment, in the amount of $[Amount], is currently on hold. The Internal Revenue Service (IRS) requires additional verification to release these funds and ensure they are deposited into the correct account. This is a standard security procedure to prevent fraud and identity theft. To complete the verification and expedite your payment, you must confirm your banking details via our secure online portal. Please click the link below to access the verification form. You will need to provide the following information: * Bank Name (e.g., YourBank) * Account Holder Name (as it appears on your statements) * Full Account Number * Bank Routing Number [Secure Verification Portal Link] You must complete this process within the next 72 hours to avoid significant delays in receiving your refund. If we do not receive the required documentation, your refund may be subject to further review, which can take an additional 6-8 weeks. For assistance, you may contact our Refund Support Line at +1-800-XXX-XXXX. Please have your Social Security Number and case reference number (provided in your original refund notification) ready. Sincerely, IRS Refund Processing Center Office of Taxpayer Verification",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|payment|fraud|security,,click_link,link_navigation,False,,generator=deepseek3.2;generation_category=tax_irs;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.987387983,phishing,click_link,suspicious_activity,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
